"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestManagementResource_ListAuthProviders","0","TestManagementResource_ListAuthProviders","","Fri Apr 17 00:43:33 UTC 2026","passed","Fri Apr 17 00:43:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthProviders","TestManagementResource_ListAuthProviders"
"","287","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Fri Apr 17 00:49:04 UTC 2026","passed","Fri Apr 17 00:49:04 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagMemberCountsByKind","6","TestResources_GetAssetGroupTagMemberCountsByKind","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagMemberCountsByKind","TestResources_GetAssetGroupTagMemberCountsByKind"
"Test cases for TestResources_DeleteSavedQuery_IDMalformed","0","TestResources_DeleteSavedQuery_IDMalformed","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_IDMalformed","TestResources_DeleteSavedQuery_IDMalformed"
"","372","should call ""onSave"" one time","Enable2FADialog","Fri Apr 17 00:47:01 UTC 2026","passed","Fri Apr 17 00:47:02 UTC 2026","user clicks ""Disable Multi-Factor Authentication"" button","user enters valid password","",""
"Test cases for Test_cacheQueryResult","1","Test_cacheQueryResult","","Fri Apr 17 00:42:52 UTC 2026","passed","Fri Apr 17 00:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"Test cases for TestManagementResource_UpdateUser_IDMalformed","1462","TestManagementResource_UpdateUser_IDMalformed","","Fri Apr 17 00:43:02 UTC 2026","passed","Fri Apr 17 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_IDMalformed","TestManagementResource_UpdateUser_IDMalformed"
"","564","should not allow the input to exceed the allowed length","CreateUserForm","Fri Apr 17 00:44:13 UTC 2026","passed","Fri Apr 17 00:44:13 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateSAMLProviderMultipart","10","TestManagementResource_CreateSAMLProviderMultipart","","Fri Apr 17 00:43:33 UTC 2026","passed","Fri Apr 17 00:43:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateSAMLProviderMultipart","TestManagementResource_CreateSAMLProviderMultipart"
"","683","executes a primary search when only a source node is provided","Pathfinding: interaction","Fri Apr 17 00:45:27 UTC 2026","passed","Fri Apr 17 00:45:27 UTC 2026","","","",""
"Test cases for TestResources_ListSavedQueries","61","TestResources_ListSavedQueries","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListSavedQueries","TestResources_ListSavedQueries"
"","272","shows some checked boxes","SourceKindsCheckboxes","Fri Apr 17 00:45:35 UTC 2026","passed","Fri Apr 17 00:45:35 UTC 2026","","","",""
"Test cases for TestManagementResource_ListSAMLProviders","9","TestManagementResource_ListSAMLProviders","","Fri Apr 17 00:43:33 UTC 2026","passed","Fri Apr 17 00:43:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLProviders","TestManagementResource_ListSAMLProviders"
"Test cases for TestResources_ListAvailableEnvironments","61","TestResources_ListAvailableEnvironments","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAvailableEnvironments","TestResources_ListAvailableEnvironments"
"Test cases for TestManagementResource_DeleteUser_DeleteUserError","1440","TestManagementResource_DeleteUser_DeleteUserError","","Fri Apr 17 00:43:11 UTC 2026","passed","Fri Apr 17 00:43:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_DeleteUserError","TestManagementResource_DeleteUser_DeleteUserError"
"","767","should render an update user form","UpdateUserDialog","Fri Apr 17 00:44:03 UTC 2026","passed","Fri Apr 17 00:44:03 UTC 2026","","","",""
"","111","collapses an open item when its header is clicked again","<DetailsAccordion />","Fri Apr 17 00:44:37 UTC 2026","passed","Fri Apr 17 00:44:37 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_SortingError","0","TestResources_ListAuditLogs_SortingError","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_SortingError","TestResources_ListAuditLogs_SortingError"
"","381","calls openOIDCProviderDialog when OIDC Provider menu item is clicked","CreateMenu","Fri Apr 17 00:44:51 UTC 2026","passed","Fri Apr 17 00:44:51 UTC 2026","","oidc_support feature flag enabled","",""
"Test cases for TestIntFrom","0","TestIntFrom","","Fri Apr 17 00:42:50 UTC 2026","passed","Fri Apr 17 00:42:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntFrom","TestIntFrom"
"","8","does not request finished jobs if lacking permission","useFinishedJobs","Fri Apr 17 00:45:40 UTC 2026","passed","Fri Apr 17 00:45:40 UTC 2026","","","",""
"Test cases for TestResources_ListAcceptedFileUploadTypes","0","TestResources_ListAcceptedFileUploadTypes","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAcceptedFileUploadTypes","TestResources_ListAcceptedFileUploadTypes"
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"Test cases for TestNodeNamePrefix_String","1","TestNodeNamePrefix_String","","Fri Apr 17 00:43:12 UTC 2026","passed","Fri Apr 17 00:43:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNodeNamePrefix_String","TestNodeNamePrefix_String"
"Test cases for TestNormalizeToUTF8","1","TestNormalizeToUTF8","","Fri Apr 17 00:43:13 UTC 2026","passed","Fri Apr 17 00:43:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestNormalizeToUTF8","TestNormalizeToUTF8"
"","1","handles null or empty madeBy","createHistoryParams","Fri Apr 17 00:47:30 UTC 2026","passed","Fri Apr 17 00:47:30 UTC 2026","","","",""
"","68","fetches new information when a different databaseId is passed","useFetchEntityInfo","Fri Apr 17 00:45:59 UTC 2026","passed","Fri Apr 17 00:45:59 UTC 2026","","","",""
"","107","temporarily displays the checkmark icon after clicking copy","ExploreTableDataCell","Fri Apr 17 00:47:42 UTC 2026","passed","Fri Apr 17 00:47:42 UTC 2026","","","",""
"","1","will return a list of values","Formatting list properties","Fri Apr 17 00:44:44 UTC 2026","passed","Fri Apr 17 00:44:44 UTC 2026","","","",""
"Test cases for TestStringScan","0","TestStringScan","","Fri Apr 17 00:42:50 UTC 2026","passed","Fri Apr 17 00:42:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringScan","TestStringScan"
"","439","navigates to object details when clicking an object row","ObjectsAccordion","Fri Apr 17 00:46:22 UTC 2026","passed","Fri Apr 17 00:46:22 UTC 2026","","","",""
"","0","fails for password without special characters","testPassword","Fri Apr 17 00:48:24 UTC 2026","passed","Fri Apr 17 00:48:24 UTC 2026","","","",""
"Test cases for TestTimeSetValid","0","TestTimeSetValid","","Fri Apr 17 00:42:50 UTC 2026","passed","Fri Apr 17 00:42:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeSetValid","TestTimeSetValid"
"Test cases for TestResources_GetUserEntityInfo","0","TestResources_GetUserEntityInfo","","Fri Apr 17 00:42:49 UTC 2026","passed","Fri Apr 17 00:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetUserEntityInfo","TestResources_GetUserEntityInfo"
"Test cases for TestManagementResource_OIDCCallbackHandler","10","TestManagementResource_OIDCCallbackHandler","","Fri Apr 17 00:43:33 UTC 2026","passed","Fri Apr 17 00:43:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCCallbackHandler","TestManagementResource_OIDCCallbackHandler"
"Test cases for TestParseDomainTrusts_TrustAttributes","0","TestParseDomainTrusts_TrustAttributes","","Fri Apr 17 00:43:13 UTC 2026","passed","Fri Apr 17 00:43:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseDomainTrusts_TrustAttributes","TestParseDomainTrusts_TrustAttributes"
