"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","242","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Thu Jul 02 18:43:32 UTC 2026","passed","Thu Jul 02 18:43:32 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Thu Jul 02 18:42:30 UTC 2026","passed","Thu Jul 02 18:42:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"","69","Error handling for fetching edge information","EdgeObjectInformation","Thu Jul 02 18:46:38 UTC 2026","passed","Thu Jul 02 18:46:38 UTC 2026","","","",""
"","248","opens when keyboard shortcut is pressed","GraphControls","Thu Jul 02 18:43:30 UTC 2026","passed","Thu Jul 02 18:43:31 UTC 2026","","Searching current results","",""
"","260","sums nested section node counts","EntityInfoDataTable","Thu Jul 02 18:44:50 UTC 2026","passed","Thu Jul 02 18:44:51 UTC 2026","","Node count for nested table that counts all sections","",""
"","18","does not render the tooltip icon when tooltipText prop is not passed","ColumnHeaders","Thu Jul 02 18:46:19 UTC 2026","passed","Thu Jul 02 18:46:19 UTC 2026","","SortableHeader with Tooltip","",""
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Thu Jul 02 18:42:50 UTC 2026","passed","Thu Jul 02 18:42:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"","375","on clicking switch shows modal and when clicking cancel closes it and switch stays disabled","CitrixRDPConfiguration","Thu Jul 02 18:45:27 UTC 2026","passed","Thu Jul 02 18:45:27 UTC 2026","","Click on switch to enable","",""
"","84","indicates that filters are inactive","AssetGroupEdit","Thu Jul 02 18:45:20 UTC 2026","passed","Thu Jul 02 18:45:20 UTC 2026","","","",""
"","143","shows a table with finished jobs","FileIngestTable","Thu Jul 02 18:44:04 UTC 2026","passed","Thu Jul 02 18:44:04 UTC 2026","","","",""
"","405","should render","LoginViaSSOForm","Thu Jul 02 18:47:01 UTC 2026","passed","Thu Jul 02 18:47:01 UTC 2026","","","",""
"","2266","should render search input","Pathfinding","Thu Jul 02 18:43:41 UTC 2026","passed","Thu Jul 02 18:43:43 UTC 2026","","","",""
"Test cases for FuzzFoldlLazy","0","FuzzFoldlLazy","","Thu Jul 02 18:42:50 UTC 2026","passed","Thu Jul 02 18:42:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/FuzzFoldlLazy","FuzzFoldlLazy"
"Test cases for TestResources_ListAvailableEnvironments","36","TestResources_ListAvailableEnvironments","","Thu Jul 02 18:42:05 UTC 2026","passed","Thu Jul 02 18:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAvailableEnvironments","TestResources_ListAvailableEnvironments"
"Test cases for TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","0","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","","Thu Jul 02 18:42:05 UTC 2026","passed","Thu Jul 02 18:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success"
"","2","removes the key when undefined is passed to the setter","useLocalStorage","Thu Jul 02 18:45:42 UTC 2026","passed","Thu Jul 02 18:45:42 UTC 2026","","setValue","",""
