"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestRewriter_Enter_UpdatingClauseSetsHasMutation","0","TestRewriter_Enter_UpdatingClauseSetsHasMutation","","Wed Jun 24 18:42:14 UTC 2026","passed","Wed Jun 24 18:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestRewriter_Enter_UpdatingClauseSetsHasMutation","TestRewriter_Enter_UpdatingClauseSetsHasMutation"
"","129","should fire Confirm once with true","ConfirmationDialog","Wed Jun 24 18:48:36 UTC 2026","passed","Wed Jun 24 18:48:36 UTC 2026","","","",""
"Test cases for TestGetADDataQualityStats_Failure","1","TestGetADDataQualityStats_Failure","","Wed Jun 24 18:42:09 UTC 2026","passed","Wed Jun 24 18:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetADDataQualityStats_Failure","TestGetADDataQualityStats_Failure"
"","2057","does not show the ""Disable MFA"" context menu option for users without MFA enabled","Users","Wed Jun 24 18:44:56 UTC 2026","passed","Wed Jun 24 18:44:58 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_Admin","0","TestManagementResource_ListAuthTokens_Admin","","Wed Jun 24 18:42:37 UTC 2026","passed","Wed Jun 24 18:42:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Admin","TestManagementResource_ListAuthTokens_Admin"
"Test cases for TestManagementResource_ListRoles_InvalidColumn","1","TestManagementResource_ListRoles_InvalidColumn","","Wed Jun 24 18:42:15 UTC 2026","passed","Wed Jun 24 18:42:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidColumn","TestManagementResource_ListRoles_InvalidColumn"
"","3","succeeds for valid password","testPassword","Wed Jun 24 18:48:48 UTC 2026","passed","Wed Jun 24 18:48:48 UTC 2026","","","",""
"","786","should not call onSubmit when expired password matches current password when reset password button clicked","PasswordResetForm","Wed Jun 24 18:46:15 UTC 2026","passed","Wed Jun 24 18:46:15 UTC 2026","","","",""
"","116","does not show ""API Expiration Date"" column header when expiration is disabled","UserTokenManagementDialog - API Expiration Date column","Wed Jun 24 18:45:07 UTC 2026","passed","Wed Jun 24 18:45:07 UTC 2026","","","",""
"","130","enables returning a list of tags","the useAssetGroupTags utilities","Wed Jun 24 18:45:12 UTC 2026","passed","Wed Jun 24 18:45:12 UTC 2026","","","",""
"Test cases for TestConvertAzureManagementGroupContributorToRels","0","TestConvertAzureManagementGroupContributorToRels","","Wed Jun 24 18:42:27 UTC 2026","passed","Wed Jun 24 18:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureManagementGroupContributorToRels","TestConvertAzureManagementGroupContributorToRels"
"Test cases for TestNormalizePath","6","TestNormalizePath","","Wed Jun 24 18:42:33 UTC 2026","passed","Wed Jun 24 18:42:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestNormalizePath","TestNormalizePath"
"Test cases for TestWriteInternalServerError","0","TestWriteInternalServerError","","Wed Jun 24 18:42:29 UTC 2026","passed","Wed Jun 24 18:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/responses/TestWriteInternalServerError","TestWriteInternalServerError"
"","151","disables the create user button and does not populate a table if the user lacks the permission","Users","Wed Jun 24 18:44:53 UTC 2026","passed","Wed Jun 24 18:44:53 UTC 2026","","","",""
"Test cases for Test_sortAndSliceResults_limit","0","Test_sortAndSliceResults_limit","","Wed Jun 24 18:42:14 UTC 2026","passed","Wed Jun 24 18:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_sortAndSliceResults_limit","Test_sortAndSliceResults_limit"
"Test cases for TestDatabase_NullUUID","0","TestDatabase_NullUUID","","Wed Jun 24 18:42:12 UTC 2026","passed","Wed Jun 24 18:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_NullUUID","TestDatabase_NullUUID"
"","303","calls handleError with ruleType when creating a rule fails","Rule Form","Wed Jun 24 18:43:41 UTC 2026","passed","Wed Jun 24 18:43:42 UTC 2026","","","",""
"","2","filters by collected=true when ""yes"" filter is active","filterAndSearchEnvironments","Wed Jun 24 18:43:38 UTC 2026","passed","Wed Jun 24 18:43:38 UTC 2026","","collected filters","",""
"","87","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","UpdateUserForm","Wed Jun 24 18:43:23 UTC 2026","passed","Wed Jun 24 18:43:23 UTC 2026","","","",""
"","2","does not fetch more data when scrolling outside the default bottom threshold","useInfiniteScroll","Wed Jun 24 18:47:11 UTC 2026","passed","Wed Jun 24 18:47:11 UTC 2026","","","",""
"Test cases for TestNewAuditLog_Error","0","TestNewAuditLog_Error","","Wed Jun 24 18:42:12 UTC 2026","passed","Wed Jun 24 18:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_Error","TestNewAuditLog_Error"
"","576","disables any available button toggles if the user lacks the permission","EarlyAccessFeatures","Wed Jun 24 18:49:45 UTC 2026","passed","Wed Jun 24 18:49:46 UTC 2026","","","",""
