"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestCacheEntryDigester_PoolStateReuse","0","TestCacheEntryDigester_PoolStateReuse","","Sat Jun 13 00:42:06 UTC 2026","passed","Sat Jun 13 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_PoolStateReuse","TestCacheEntryDigester_PoolStateReuse"
"","5","should recognize active directory properties","validating a node property against the shared generated schema","Sat Jun 13 00:45:00 UTC 2026","passed","Sat Jun 13 00:45:00 UTC 2026","","","",""
"","161","renders the form for editing an existing label","Tag Form","Sat Jun 13 00:42:51 UTC 2026","passed","Sat Jun 13 00:42:51 UTC 2026","","","",""
"","1599","should render","EntityInfoHeader","Sat Jun 13 00:46:34 UTC 2026","passed","Sat Jun 13 00:46:36 UTC 2026","","","",""
"","727","should not allow the input to exceed the allowed length","CreateUserForm","Sat Jun 13 00:43:27 UTC 2026","passed","Sat Jun 13 00:43:28 UTC 2026","","","",""
"Test cases for TestResolver_StartDone","11","TestResolver_StartDone","","Sat Jun 13 00:42:06 UTC 2026","passed","Sat Jun 13 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestResolver_StartDone","TestResolver_StartDone"
"","18","renders disabled prop when flag is not enabled","FeatureFlag","Sat Jun 13 00:47:14 UTC 2026","passed","Sat Jun 13 00:47:14 UTC 2026","","","",""
"Test cases for TestTimeIsZero","0","TestTimeIsZero","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeIsZero","TestTimeIsZero"
"Test cases for TestResources_EndIngestJob","84","TestResources_EndIngestJob","","Sat Jun 13 00:41:59 UTC 2026","passed","Sat Jun 13 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_EndIngestJob","TestResources_EndIngestJob"
"","61","returns undefined for sort params when no initial state is provided","useSortParams","Sat Jun 13 00:46:40 UTC 2026","passed","Sat Jun 13 00:46:40 UTC 2026","","","",""
"","761","does not allow confirmation while dates are invalid","FileIngestFilterDialog","Sat Jun 13 00:44:36 UTC 2026","passed","Sat Jun 13 00:44:37 UTC 2026","","Date Range Inputs","",""
"","49","renders section when no errors occur","EntityInfoCollapsibleSection","Sat Jun 13 00:47:48 UTC 2026","passed","Sat Jun 13 00:47:48 UTC 2026","","","",""
"","20","displays lastlogon cell as NEVER when the value is -1","ExploreTableDataCell","Sat Jun 13 00:47:36 UTC 2026","passed","Sat Jun 13 00:47:36 UTC 2026","","","",""
"","3","returns null if paramValue is +0","useEnvironmentParams","Sat Jun 13 00:48:19 UTC 2026","passed","Sat Jun 13 00:48:19 UTC 2026","","parseEnvironmentAggregation","",""
"Helper to verify that encodeAnyValue handles standard types correctly","0","TestEncodeAnyValue","","Sat Jun 13 00:42:06 UTC 2026","passed","Sat Jun 13 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestEncodeAnyValue","TestEncodeAnyValue"
"","15","should render when search string matches text entirely","HighlightedText","Sat Jun 13 00:47:33 UTC 2026","passed","Sat Jun 13 00:47:33 UTC 2026","","","",""
"Test cases for TestMarshalBoolText","0","TestMarshalBoolText","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalBoolText","TestMarshalBoolText"
"Test cases for TestExpireUserAuthSecret_Failure","0","TestExpireUserAuthSecret_Failure","","Sat Jun 13 00:42:05 UTC 2026","passed","Sat Jun 13 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Failure","TestExpireUserAuthSecret_Failure"
"","496","renders a non-primary button as expected","DropdownSelector","Sat Jun 13 00:46:57 UTC 2026","passed","Sat Jun 13 00:46:57 UTC 2026","","","",""
"","274","disables checkboxes while loading","GraphDataCheckboxes","Sat Jun 13 00:44:14 UTC 2026","passed","Sat Jun 13 00:44:14 UTC 2026","","","",""
"Test cases for TestResources_ShareSavedQueriesPermissions_Admin","2","TestResources_ShareSavedQueriesPermissions_Admin","","Sat Jun 13 00:41:59 UTC 2026","passed","Sat Jun 13 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_Admin","TestResources_ShareSavedQueriesPermissions_Admin"
"Test cases for TestFormatDatabaseError","0","TestFormatDatabaseError","","Sat Jun 13 00:41:48 UTC 2026","passed","Sat Jun 13 00:41:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseError","TestFormatDatabaseError"
"","227","should display ""Disable Multi-Factor Authentication?"" title","Enable2FADialog","Sat Jun 13 00:46:50 UTC 2026","passed","Sat Jun 13 00:46:50 UTC 2026","","","",""
"","0","returns false if arrays have different length","areArraysSimilar","Sat Jun 13 00:47:56 UTC 2026","passed","Sat Jun 13 00:47:56 UTC 2026","","","",""
"","64","passes data to testing component","SavedQueriesProvider","Sat Jun 13 00:47:59 UTC 2026","passed","Sat Jun 13 00:47:59 UTC 2026","","","",""
"","2349","search highlights matching substring with text-link class","Pathfinding","Sat Jun 13 00:44:16 UTC 2026","passed","Sat Jun 13 00:44:19 UTC 2026","","","",""
"Test cases for TestBuildSQLFilter","2","TestBuildSQLFilter","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestBuildSQLFilter","TestBuildSQLFilter"
"","152","shows ""Expired"" in red when the expiration date has already passed","UserTokenManagementDialog - API Expiration Date column","Sat Jun 13 00:44:45 UTC 2026","passed","Sat Jun 13 00:44:45 UTC 2026","","","",""
"","367","renders a snackbar notification in the dom and tests autoHideDuration","AppNotifications","Sat Jun 13 00:47:01 UTC 2026","passed","Sat Jun 13 00:47:02 UTC 2026","","","",""
"Test cases for TestTenantRoles","0","TestTenantRoles","","Sat Jun 13 00:42:21 UTC 2026","passed","Sat Jun 13 00:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestTenantRoles","TestTenantRoles"
"","53","should not display the ETAC role-based filtering badge when filtering is disabled","Zone Management","Sat Jun 13 00:47:08 UTC 2026","passed","Sat Jun 13 00:47:09 UTC 2026","","","",""
"","61","renders a dash when actor is BloodHoundString","NoteCell component","Sat Jun 13 00:46:55 UTC 2026","passed","Sat Jun 13 00:46:55 UTC 2026","","","",""
"","356","renders","ObjectsAccordion","Sat Jun 13 00:46:15 UTC 2026","passed","Sat Jun 13 00:46:16 UTC 2026","","","",""
"","132","buttons are disabled while loading","PasswordResetForm","Sat Jun 13 00:45:50 UTC 2026","passed","Sat Jun 13 00:45:50 UTC 2026","","","",""
"","19","renders custom icon overlap correctly","NodeIcon","Sat Jun 13 00:47:38 UTC 2026","passed","Sat Jun 13 00:47:38 UTC 2026","","","",""
"","92","copys children value to clipboard after clicking the copy btn","CodeController","Sat Jun 13 00:48:01 UTC 2026","passed","Sat Jun 13 00:48:01 UTC 2026","","","",""
"","349","on clicking switch shows modal and when clicking cancel closes it and switch stays disabled","CitrixRDPConfiguration","Sat Jun 13 00:45:12 UTC 2026","passed","Sat Jun 13 00:45:12 UTC 2026","","Click on switch to enable","",""
"TestManifest_AddMigration tests that migrations are added to the correct locationwithin the migration map and in the correct order.","0","TestManifest_AddMigration","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestManifest_AddMigration","TestManifest_AddMigration"
"Test cases for TestResources_ListAuditLogs_InvalidColumn","0","TestResources_ListAuditLogs_InvalidColumn","","Sat Jun 13 00:41:59 UTC 2026","passed","Sat Jun 13 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"","74","renders three animated dots","ProcessingIndicator","Sat Jun 13 00:48:22 UTC 2026","passed","Sat Jun 13 00:48:22 UTC 2026","","","",""
"Test cases for TestRoleAssignments_NodeHasRole","0","TestRoleAssignments_NodeHasRole","","Sat Jun 13 00:42:21 UTC 2026","passed","Sat Jun 13 00:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodeHasRole","TestRoleAssignments_NodeHasRole"
"","406","should display ""Configure Multi-Factor Authentication"" title","Enable2FADialog","Sat Jun 13 00:46:04 UTC 2026","passed","Sat Jun 13 00:46:05 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_InvalidColumn","0","TestManagementResource_ListAuthTokens_InvalidColumn","","Sat Jun 13 00:42:27 UTC 2026","passed","Sat Jun 13 00:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_InvalidColumn","TestManagementResource_ListAuthTokens_InvalidColumn"
"","441","closes confirmation dialog when cancel is clicked","ActiveExtensionsCard","Sat Jun 13 00:43:21 UTC 2026","passed","Sat Jun 13 00:43:22 UTC 2026","","","",""
"","161","should call ""onCancel one time""","Enable2FADialog","Sat Jun 13 00:46:50 UTC 2026","passed","Sat Jun 13 00:46:51 UTC 2026","","user clicks ""Cancel"" button","",""
"","324","should display correctly","ConfirmationDialog","Sat Jun 13 00:48:06 UTC 2026","passed","Sat Jun 13 00:48:07 UTC 2026","","","",""
"","0","reports an API error when Cypher is not run first","handleError","Sat Jun 13 00:44:28 UTC 2026","passed","Sat Jun 13 00:44:28 UTC 2026","","","",""
"Test cases for TestTimePointer","0","TestTimePointer","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimePointer","TestTimePointer"
"Test cases for TestResources_ProcessIngestTask","9","TestResources_ProcessIngestTask","","Sat Jun 13 00:41:59 UTC 2026","passed","Sat Jun 13 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ProcessIngestTask","TestResources_ProcessIngestTask"
"","492","should accept passwords with unicode punctuation characters","CreateUserForm","Sat Jun 13 00:43:31 UTC 2026","passed","Sat Jun 13 00:43:32 UTC 2026","","","",""
"Test cases for TestUnifiedGraph_AddPathSet","0","TestUnifiedGraph_AddPathSet","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestUnifiedGraph_AddPathSet","TestUnifiedGraph_AddPathSet"
"","269","dispatches an action to the delete the associated node","Rule Object Select","Sat Jun 13 00:46:56 UTC 2026","passed","Sat Jun 13 00:46:56 UTC 2026","","","",""
"","318","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Sat Jun 13 00:43:21 UTC 2026","passed","Sat Jun 13 00:43:21 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"","421","displays a Filters button","FileIngest","Sat Jun 13 00:47:27 UTC 2026","passed","Sat Jun 13 00:47:27 UTC 2026","","","",""
"","6293","Typing in the search bar filters the results","ExploreTable","Sat Jun 13 00:42:54 UTC 2026","passed","Sat Jun 13 00:43:00 UTC 2026","","","",""
"Test cases for TestWriteAndValidateJSON_NormalizationError","6","TestWriteAndValidateJSON_NormalizationError","","Sat Jun 13 00:42:09 UTC 2026","passed","Sat Jun 13 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON_NormalizationError","TestWriteAndValidateJSON_NormalizationError"
"","0","returns undefined if graphData is null or not a GraphResponse","getExploreTableData","Sat Jun 13 00:46:09 UTC 2026","passed","Sat Jun 13 00:46:09 UTC 2026","","","",""
"","65","returns false on 404","useGraphHasData","Sat Jun 13 00:47:45 UTC 2026","passed","Sat Jun 13 00:47:45 UTC 2026","","","",""
"","1","shows some collection methods for the given job","toCollected","Sat Jun 13 00:47:52 UTC 2026","passed","Sat Jun 13 00:47:52 UTC 2026","","","",""
"Test cases for TestConvertContainerToNode_InheritanceHashes","0","TestConvertContainerToNode_InheritanceHashes","","Sat Jun 13 00:42:21 UTC 2026","passed","Sat Jun 13 00:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertContainerToNode_InheritanceHashes","TestConvertContainerToNode_InheritanceHashes"
"Test cases for TestQueries_BuildEntityQueryParams_MissingObjectID","4","TestQueries_BuildEntityQueryParams_MissingObjectID","","Sat Jun 13 00:42:04 UTC 2026","passed","Sat Jun 13 00:42:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_MissingObjectID","TestQueries_BuildEntityQueryParams_MissingObjectID"
"","267","fires delete when edit is clicked","ListItemActionMenu","Sat Jun 13 00:46:45 UTC 2026","passed","Sat Jun 13 00:46:45 UTC 2026","","","",""
"Test cases for TestMarshalIntText","0","TestMarshalIntText","","Sat Jun 13 00:42:01 UTC 2026","passed","Sat Jun 13 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalIntText","TestMarshalIntText"
"Test cases for TestMap","0","TestMap","","Sat Jun 13 00:42:23 UTC 2026","passed","Sat Jun 13 00:42:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestMap","TestMap"
