"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestDomainSelectors_GetValidFilterPredicatesAsStrings","0","TestDomainSelectors_GetValidFilterPredicatesAsStrings","","Thu Apr 23 00:42:09 UTC 2026","passed","Thu Apr 23 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetValidFilterPredicatesAsStrings","TestDomainSelectors_GetValidFilterPredicatesAsStrings"
"","1","returns a comma separated number when provided with a number > 999","numberFormatting","Thu Apr 23 00:45:50 UTC 2026","passed","Thu Apr 23 00:45:50 UTC 2026","","","",""
"","1010","should call onSave when save button is clicked","SaveQueryDialog","Thu Apr 23 00:43:03 UTC 2026","passed","Thu Apr 23 00:43:04 UTC 2026","","","",""
"","219","calls onToggleEdgeLabels when click show all edge labels","GraphControls","Thu Apr 23 00:44:12 UTC 2026","passed","Thu Apr 23 00:44:13 UTC 2026","","Toggling labels","",""
"","1377","when user performs a pathfinding search, the selection for the start node is carried over to the `search` tab","ExploreSearch interaction","Thu Apr 23 00:48:29 UTC 2026","passed","Thu Apr 23 00:48:30 UTC 2026","","","",""
"Test cases for TestInt64IsZero","0","TestInt64IsZero","","Thu Apr 23 00:42:07 UTC 2026","passed","Thu Apr 23 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64IsZero","TestInt64IsZero"
"","88","continue button is disabled when no SSO provider has been selected","LoginViaSSOForm","Thu Apr 23 00:46:22 UTC 2026","passed","Thu Apr 23 00:46:22 UTC 2026","","","",""
"","428","handles a selection as expected","DropdownSelector","Thu Apr 23 00:46:41 UTC 2026","passed","Thu Apr 23 00:46:42 UTC 2026","","","",""
"Test cases for TestResources_ListAssetGroups","2","TestResources_ListAssetGroups","","Thu Apr 23 00:42:04 UTC 2026","passed","Thu Apr 23 00:42:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroups","TestResources_ListAssetGroups"
"Test cases for TestRequestWaitDuration_Negative","0","TestRequestWaitDuration_Negative","","Thu Apr 23 00:41:58 UTC 2026","passed","Thu Apr 23 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration_Negative","TestRequestWaitDuration_Negative"
"","0","runs a pathfinding search when the query param is set to ""pathfinding""","useExploreGraph","Thu Apr 23 00:44:02 UTC 2026","passed","Thu Apr 23 00:44:02 UTC 2026","","exploreGraphQueryFactory","",""
"Test cases for TestAssetGroupSelectorSpec_Validate","1","TestAssetGroupSelectorSpec_Validate","","Thu Apr 23 00:42:09 UTC 2026","passed","Thu Apr 23 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestAssetGroupSelectorSpec_Validate","TestAssetGroupSelectorSpec_Validate"
"","182","displays the label for each result","SearchCurrentNodes","Thu Apr 23 00:46:03 UTC 2026","passed","Thu Apr 23 00:46:03 UTC 2026","","","",""
"","549","has status filters","FileIngestFilterDialog","Thu Apr 23 00:44:21 UTC 2026","passed","Thu Apr 23 00:44:22 UTC 2026","","Status Select","",""
"","119","buttons are disabled while loading","LoginForm","Thu Apr 23 00:47:18 UTC 2026","passed","Thu Apr 23 00:47:19 UTC 2026","","","",""
"","147","calls onConfirm when confirm button clicked","EarlyAccessFeaturesWarningDialog","Thu Apr 23 00:49:06 UTC 2026","passed","Thu Apr 23 00:49:06 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_SortingError","0","TestManagementResource_ListRoles_SortingError","","Thu Apr 23 00:42:11 UTC 2026","passed","Thu Apr 23 00:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_SortingError","TestManagementResource_ListRoles_SortingError"
"Test cases for TestParseOptionalLimitQueryParameter","134","TestParseOptionalLimitQueryParameter","","Thu Apr 23 00:42:04 UTC 2026","passed","Thu Apr 23 00:42:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseOptionalLimitQueryParameter","TestParseOptionalLimitQueryParameter"
"","26","sets autoDisplayTable to false if query returns no results","useExploreTableAutoDisplay","Thu Apr 23 00:46:55 UTC 2026","passed","Thu Apr 23 00:46:55 UTC 2026","","","",""
"Test cases for TestFormatDatabaseError","0","TestFormatDatabaseError","","Thu Apr 23 00:41:55 UTC 2026","passed","Thu Apr 23 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseError","TestFormatDatabaseError"
"","142","should display ""Disable Multi-Factor Authentication"" button","Enable2FADialog","Thu Apr 23 00:46:36 UTC 2026","passed","Thu Apr 23 00:46:36 UTC 2026","","","",""
"","62","renders a dash when actor is BloodHoundString","NoteCell component","Thu Apr 23 00:46:37 UTC 2026","passed","Thu Apr 23 00:46:37 UTC 2026","","","",""
"","965","displays validation error messages when password does not meet requirements","PasswordDialog","Thu Apr 23 00:43:33 UTC 2026","passed","Thu Apr 23 00:43:34 UTC 2026","","","",""
"Test cases for TestParseClientVersion","0","TestParseClientVersion","","Thu Apr 23 00:42:29 UTC 2026","passed","Thu Apr 23 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestParseClientVersion","TestParseClientVersion"
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Thu Apr 23 00:41:55 UTC 2026","passed","Thu Apr 23 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"","12","does not include OpenGraph edges when the associated feature flag is disabled","useEdgeCategories","Thu Apr 23 00:44:55 UTC 2026","passed","Thu Apr 23 00:44:55 UTC 2026","","","",""
