"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1679","should display a dropdown when a user types a partial query that can be autocompleted","CypherSearch","Wed Jun 17 00:43:48 UTC 2026","passed","Wed Jun 17 00:43:50 UTC 2026","","","",""
"","0","returns true if value is ''","searchParams","Wed Jun 17 00:46:51 UTC 2026","passed","Wed Jun 17 00:46:51 UTC 2026","","isEmptyParam","",""
"Test cases for TestUnmarshalInt","0","TestUnmarshalInt","","Wed Jun 17 00:41:58 UTC 2026","passed","Wed Jun 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt","TestUnmarshalInt"
"Test cases for TestManagementResource_EnrollMFA","1987","TestManagementResource_EnrollMFA","","Wed Jun 17 00:42:23 UTC 2026","passed","Wed Jun 17 00:42:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnrollMFA","TestManagementResource_EnrollMFA"
"Test cases for TestResources_ListADComputerPSRemoteUsers","0","TestResources_ListADComputerPSRemoteUsers","","Wed Jun 17 00:41:56 UTC 2026","passed","Wed Jun 17 00:41:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerPSRemoteUsers","TestResources_ListADComputerPSRemoteUsers"
"Test cases for TestDetectContentType","57","TestDetectContentType","","Wed Jun 17 00:42:17 UTC 2026","passed","Wed Jun 17 00:42:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestDetectContentType","TestDetectContentType"
"","559","filters by the selected date range","FileIngestFilterDialog","Wed Jun 17 00:44:40 UTC 2026","passed","Wed Jun 17 00:44:40 UTC 2026","","Date Range Inputs","",""
"Test cases for TestStorageFileService_MoveFile","10","TestStorageFileService_MoveFile","","Wed Jun 17 00:42:17 UTC 2026","passed","Wed Jun 17 00:42:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestStorageFileService_MoveFile","TestStorageFileService_MoveFile"
"Test cases for Test_parseLatestVersion","2","Test_parseLatestVersion","","Wed Jun 17 00:42:17 UTC 2026","passed","Wed Jun 17 00:42:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/stbernard/git/Test_parseLatestVersion","Test_parseLatestVersion"
"Test cases for TestAuditLogin_UserNotFound","4","TestAuditLogin_UserNotFound","","Wed Jun 17 00:41:45 UTC 2026","passed","Wed Jun 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"Test cases for TestManagementResource_SSOCallbackHandler","9","TestManagementResource_SSOCallbackHandler","","Wed Jun 17 00:42:32 UTC 2026","passed","Wed Jun 17 00:42:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOCallbackHandler","TestManagementResource_SSOCallbackHandler"
"","93","sets the document title using the default app name","PageWithTitle","Wed Jun 17 00:48:24 UTC 2026","passed","Wed Jun 17 00:48:24 UTC 2026","","","",""
"","3","should return an object denoting that the property is not in the schema when it is unrecognized","validating a node property against the shared generated schema","Wed Jun 17 00:45:05 UTC 2026","passed","Wed Jun 17 00:45:05 UTC 2026","","","",""
"","17","returns azure environmentInfo when environmentAggregation param is azure","useAvailableEnvironments","Wed Jun 17 00:45:50 UTC 2026","passed","Wed Jun 17 00:45:50 UTC 2026","","useSelectedEnvironment","",""
"","558","renders no asset group edit options without graph write permissions","ContextMenu","Wed Jun 17 00:44:50 UTC 2026","passed","Wed Jun 17 00:44:51 UTC 2026","","","",""
"TestGooseMigrationFilenamesUseCurrentVersionPrefix is utilized to ensure that all migration files are named accordingto the set naming convention.","0","TestGooseMigrationFilenamesUseCurrentVersionPrefix","","Wed Jun 17 00:41:58 UTC 2026","passed","Wed Jun 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestGooseMigrationFilenamesUseCurrentVersionPrefix","TestGooseMigrationFilenamesUseCurrentVersionPrefix"
"","84","disables the upload file button when the user does not have the opengraph write permission","SchemaUploadDialog","Wed Jun 17 00:44:27 UTC 2026","passed","Wed Jun 17 00:44:27 UTC 2026","","","",""
"","56","calculates the running time of a job and converts to a human readable format","getSimpleDuration","Wed Jun 17 00:47:41 UTC 2026","passed","Wed Jun 17 00:47:41 UTC 2026","","","",""
"","3","writes initialValue to localStorage when the key is absent","useLocalStorage","Wed Jun 17 00:45:31 UTC 2026","passed","Wed Jun 17 00:45:31 UTC 2026","","initial value","",""
"Test cases for TestGetLatestQueryParameter","0","TestGetLatestQueryParameter","","Wed Jun 17 00:41:56 UTC 2026","passed","Wed Jun 17 00:41:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetLatestQueryParameter","TestGetLatestQueryParameter"
"","651","should allow user to configure 2fa","Enable2FADialog","Wed Jun 17 00:46:11 UTC 2026","passed","Wed Jun 17 00:46:12 UTC 2026","","","",""
"","0","returns a comma separated number when provided with a number > 999","numberFormatting","Wed Jun 17 00:46:13 UTC 2026","passed","Wed Jun 17 00:46:13 UTC 2026","","","",""
"","705","renders the Platforms dropdown and handles click event","QuerySearchFilter","Wed Jun 17 00:46:27 UTC 2026","passed","Wed Jun 17 00:46:28 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainOutboundTrusts","1","TestResources_ListADDomainOutboundTrusts","","Wed Jun 17 00:41:56 UTC 2026","passed","Wed Jun 17 00:41:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainOutboundTrusts","TestResources_ListADDomainOutboundTrusts"
"","3","rounds down fractional minutes/days","getSimpleDuration","Wed Jun 17 00:47:41 UTC 2026","passed","Wed Jun 17 00:47:41 UTC 2026","","","",""
"Test cases for TestRandomDurationBetween","15","TestRandomDurationBetween","","Wed Jun 17 00:41:57 UTC 2026","passed","Wed Jun 17 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestRandomDurationBetween","TestRandomDurationBetween"
"","0","passes ruleType through optionalParams with empty object","handleError","Wed Jun 17 00:44:32 UTC 2026","passed","Wed Jun 17 00:44:32 UTC 2026","","","",""
"","2","removes the key when undefined is passed to the setter","useLocalStorage","Wed Jun 17 00:45:31 UTC 2026","passed","Wed Jun 17 00:45:31 UTC 2026","","setValue","",""
"","1","filters by azure platform","filterAndSearchEnvironments","Wed Jun 17 00:43:18 UTC 2026","passed","Wed Jun 17 00:43:18 UTC 2026","","platform filters","",""
"Test cases for TestResources_ListAcceptedFileUploadTypes","0","TestResources_ListAcceptedFileUploadTypes","","Wed Jun 17 00:41:56 UTC 2026","passed","Wed Jun 17 00:41:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAcceptedFileUploadTypes","TestResources_ListAcceptedFileUploadTypes"
"","64","returns when zone limit is reached","useTagLimits","Wed Jun 17 00:43:40 UTC 2026","passed","Wed Jun 17 00:43:40 UTC 2026","","","",""
"","447","when an `inputValue` is provided it eventually displays a list of search results","ExploreSearchCombobox","Wed Jun 17 00:45:12 UTC 2026","passed","Wed Jun 17 00:45:13 UTC 2026","","","",""
"Test cases for TestRRuleValidator","0","TestRRuleValidator","","Wed Jun 17 00:42:08 UTC 2026","passed","Wed Jun 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestRRuleValidator","TestRRuleValidator"
"","0","handles both node_kinds and edge_kinds together","graphSchema","Wed Jun 17 00:47:54 UTC 2026","passed","Wed Jun 17 00:47:54 UTC 2026","","","",""
"","8319","filter selections are rolled back if user closes modal with the cancel button","EdgeFilter","Wed Jun 17 00:46:04 UTC 2026","passed","Wed Jun 17 00:46:13 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateSAMLProviderMultipart","18","TestManagementResource_CreateSAMLProviderMultipart","","Wed Jun 17 00:42:32 UTC 2026","passed","Wed Jun 17 00:42:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateSAMLProviderMultipart","TestManagementResource_CreateSAMLProviderMultipart"
"","14","renders custom icon overlap correctly","NodeIcon","Wed Jun 17 00:47:46 UTC 2026","passed","Wed Jun 17 00:47:46 UTC 2026","","","",""
"","436","displays a validation error","ManagedDatePicker - date validation","Wed Jun 17 00:46:05 UTC 2026","passed","Wed Jun 17 00:46:06 UTC 2026","","","",""
"Test cases for Test_hasCycle","1","Test_hasCycle","","Wed Jun 17 00:42:12 UTC 2026","passed","Wed Jun 17 00:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"","3","stores an array value in localStorage","useLocalStorage","Wed Jun 17 00:45:31 UTC 2026","passed","Wed Jun 17 00:45:31 UTC 2026","","setValue","",""
