"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_GetShortestPath_ETAC","64","TestResources_GetShortestPath_ETAC","","Wed Jun 10 00:42:05 UTC 2026","passed","Wed Jun 10 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath_ETAC","TestResources_GetShortestPath_ETAC"
"Test cases for TestChangeCache","1","TestChangeCache","","Wed Jun 10 00:42:06 UTC 2026","passed","Wed Jun 10 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestChangeCache","TestChangeCache"
"TestManifest_AddMigration tests that migrations are added to the correct locationwithin the migration map and in the correct order.","1","TestManifest_AddMigration","","Wed Jun 10 00:42:08 UTC 2026","passed","Wed Jun 10 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestManifest_AddMigration","TestManifest_AddMigration"
"","244","shows all extensions when search is cleared","ActiveExtensionsCard","Wed Jun 10 00:43:22 UTC 2026","passed","Wed Jun 10 00:43:22 UTC 2026","","","",""
"Test cases for TestMarshalFloat","0","TestMarshalFloat","","Wed Jun 10 00:42:08 UTC 2026","passed","Wed Jun 10 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalFloat","TestMarshalFloat"
"Test cases for TestGC_Start","1003","TestGC_Start","","Wed Jun 10 00:42:06 UTC 2026","passed","Wed Jun 10 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Start","TestGC_Start"
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Wed Jun 10 00:42:08 UTC 2026","passed","Wed Jun 10 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"","219","calls setExploreParams with only the expandedSection label when selecting any accordion that is not composition","EdgeInfoContent","Wed Jun 10 00:43:22 UTC 2026","passed","Wed Jun 10 00:43:22 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"","8","should render when search string is not found in the text","HighlightedText","Wed Jun 10 00:47:14 UTC 2026","passed","Wed Jun 10 00:47:14 UTC 2026","","","",""
"","0","reports an Object ID-specific error when creating a rule and ruleType is SeedTypeObjectId and seeds are required","handleError","Wed Jun 10 00:44:24 UTC 2026","passed","Wed Jun 10 00:44:24 UTC 2026","","","",""
"","71","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Wed Jun 10 00:45:17 UTC 2026","passed","Wed Jun 10 00:45:17 UTC 2026","","","",""
