"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestArgon2_ParseDigest","0","TestArgon2_ParseDigest","","Mon Jun 29 18:45:19 UTC 2026","passed","Mon Jun 29 18:45:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_ParseDigest","TestArgon2_ParseDigest"
"","736","should open save dialog on keyboard press alt+S","CypherSearch","Mon Jun 29 18:50:29 UTC 2026","passed","Mon Jun 29 18:50:30 UTC 2026","","","",""
"","11","hides items when the user lacks admin permissions","useSubNavRoutes","Mon Jun 29 18:52:25 UTC 2026","passed","Mon Jun 29 18:52:25 UTC 2026","","adminOnly gate","",""
"Test cases for TestResources_ListPublishedTemplates","1","TestResources_ListPublishedTemplates","","Mon Jun 29 18:44:52 UTC 2026","passed","Mon Jun 29 18:44:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListPublishedTemplates","TestResources_ListPublishedTemplates"
"","4","returns paramValue if it is one of the expected values","useExploreParams","Mon Jun 29 18:55:08 UTC 2026","passed","Mon Jun 29 18:55:08 UTC 2026","","parseSearchType","",""
"","118","renders a button for opening the dialog","SchemaUploadDialog","Mon Jun 29 18:50:56 UTC 2026","passed","Mon Jun 29 18:50:56 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_UserSelfModify","1034","TestManagementResource_UpdateUser_UserSelfModify","","Mon Jun 29 18:45:09 UTC 2026","passed","Mon Jun 29 18:45:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_UserSelfModify","TestManagementResource_UpdateUser_UserSelfModify"
"Test cases for TestConvertContainerToNode_InheritanceHashes","0","TestConvertContainerToNode_InheritanceHashes","","Mon Jun 29 18:45:19 UTC 2026","passed","Mon Jun 29 18:45:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertContainerToNode_InheritanceHashes","TestConvertContainerToNode_InheritanceHashes"
"Test cases for TestResources_DownloadCollectorChecksumByVersion","2","TestResources_DownloadCollectorChecksumByVersion","","Mon Jun 29 18:44:52 UTC 2026","passed","Mon Jun 29 18:44:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DownloadCollectorChecksumByVersion","TestResources_DownloadCollectorChecksumByVersion"
"Test cases for TestIsValidContentTypeForUpload","0","TestIsValidContentTypeForUpload","","Mon Jun 29 18:44:52 UTC 2026","passed","Mon Jun 29 18:44:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestIsValidContentTypeForUpload","TestIsValidContentTypeForUpload"
"","383","navigates to rule details when clicking a rule row","RulesAccordion","Mon Jun 29 18:52:57 UTC 2026","passed","Mon Jun 29 18:52:58 UTC 2026","","","",""
"","3833","The password reset dialog is opened when switching a user from SAML based authentication to username/password based authentication","Users","Mon Jun 29 18:51:06 UTC 2026","passed","Mon Jun 29 18:51:10 UTC 2026","","","",""
"","8","should handle special characters","HighlightedText","Mon Jun 29 18:54:16 UTC 2026","passed","Mon Jun 29 18:54:16 UTC 2026","","","",""
"Test cases for TestArgon2_Digest","1","TestArgon2_Digest","","Mon Jun 29 18:45:19 UTC 2026","passed","Mon Jun 29 18:45:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_Digest","TestArgon2_Digest"
"","704","filters by the selected status","FileIngestFilterDialog","Mon Jun 29 18:51:09 UTC 2026","passed","Mon Jun 29 18:51:10 UTC 2026","","Status Select","",""
"","3277","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Mon Jun 29 18:49:44 UTC 2026","passed","Mon Jun 29 18:49:47 UTC 2026","","","",""
"","63","when there is no ID in the URL the highest position tag ID is returned","usePZQueryParams","Mon Jun 29 18:53:06 UTC 2026","passed","Mon Jun 29 18:53:07 UTC 2026","","","",""
"","1708","should clear out the sso provider id from submission data when the authentication method is changed","UpdateUserDialog","Mon Jun 29 18:50:49 UTC 2026","passed","Mon Jun 29 18:50:50 UTC 2026","","","",""
"","452","clears the applied filter","FileIngestFilterDialog","Mon Jun 29 18:51:13 UTC 2026","passed","Mon Jun 29 18:51:13 UTC 2026","","User Select","",""
