"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","166","should display a ""Reset Password"" button","UserProfile","Fri Jul 10 18:50:20 UTC 2026","passed","Fri Jul 10 18:50:20 UTC 2026","","","",""
"","446","handles removing from a tier zero asset group","AssetGroupMenuItem","Fri Jul 10 18:53:59 UTC 2026","passed","Fri Jul 10 18:53:59 UTC 2026","","removing from an asset group","",""
"","179","should fire Confirm once with true","ConfirmationDialog","Fri Jul 10 18:53:16 UTC 2026","passed","Fri Jul 10 18:53:16 UTC 2026","","","",""
"Test cases for TestUnmarshalTimeJSON","0","TestUnmarshalTimeJSON","","Fri Jul 10 18:46:52 UTC 2026","passed","Fri Jul 10 18:46:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeJSON","TestUnmarshalTimeJSON"
"","10","does not return when label limit is not reached","useTagLimits","Fri Jul 10 18:48:35 UTC 2026","passed","Fri Jul 10 18:48:35 UTC 2026","","","",""
"","145","reverts all menu options to an unselected state when isExploreLayoutSelected becomes false","GraphControls","Fri Jul 10 18:48:15 UTC 2026","passed","Fri Jul 10 18:48:15 UTC 2026","","Selecting a layout","",""
"","12","should render a Field when the provided value is -0","Field","Fri Jul 10 18:52:51 UTC 2026","passed","Fri Jul 10 18:52:51 UTC 2026","","","",""
"Test cases for TestHandlers_GetRequest","0","TestHandlers_GetRequest","","Fri Jul 10 18:47:38 UTC 2026","passed","Fri Jul 10 18:47:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/handlers/TestHandlers_GetRequest","TestHandlers_GetRequest"
"","228","shows an error state","AssetGroupMenuItem","Fri Jul 10 18:50:01 UTC 2026","passed","Fri Jul 10 18:50:02 UTC 2026","","","",""
"Test cases for TestGetPageParamsForGraphQuery","0","TestGetPageParamsForGraphQuery","","Fri Jul 10 18:47:14 UTC 2026","passed","Fri Jul 10 18:47:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetPageParamsForGraphQuery","TestGetPageParamsForGraphQuery"
"","115","initializes search tab to node search if the exploreSearchTab is not a supported tab name on first render","ExploreSearch sets searchType on tab changing","Fri Jul 10 18:54:09 UTC 2026","passed","Fri Jul 10 18:54:09 UTC 2026","","","",""
"","524","renders the Namespace column header with focusable info icon","ActiveExtensionsCard","Fri Jul 10 18:48:14 UTC 2026","passed","Fri Jul 10 18:48:14 UTC 2026","","","",""
"","0","should return an object denoting that the property is not in the schema when it is unrecognized","validating a node property against the shared generated schema","Fri Jul 10 18:50:00 UTC 2026","passed","Fri Jul 10 18:50:00 UTC 2026","","","",""
"","338","does not display a “Disable query timeout” checkbox when timeout limit param config is enabled true","ExploreSearch interaction","Fri Jul 10 18:54:13 UTC 2026","passed","Fri Jul 10 18:54:13 UTC 2026","","","",""
"","1","fails for password without lowercase letters","testPassword","Fri Jul 10 18:53:29 UTC 2026","passed","Fri Jul 10 18:53:29 UTC 2026","","","",""
"Helper to verify that encodeAnyValue handles standard types correctly","0","TestEncodeAnyValue","","Fri Jul 10 18:46:57 UTC 2026","passed","Fri Jul 10 18:46:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestEncodeAnyValue","TestEncodeAnyValue"
"","566","should render an SavedQueryPermissions component","SavedQueryPermissions","Fri Jul 10 18:51:42 UTC 2026","passed","Fri Jul 10 18:51:43 UTC 2026","","","",""
