"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_GetShortestPath","14","TestResources_GetShortestPath","","Wed May 06 18:42:52 UTC 2026","passed","Wed May 06 18:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath","TestResources_GetShortestPath"
"","1027","shows a warning for using labels associated with tags in zone forms","Rule Form","Wed May 06 18:43:51 UTC 2026","passed","Wed May 06 18:43:52 UTC 2026","","","",""
"","503","should not call onSubmit when expired password is not supplied when reset password button clicked","PasswordResetForm","Wed May 06 18:46:04 UTC 2026","passed","Wed May 06 18:46:04 UTC 2026","","","",""
"","10","does not render note content when selected is null","HistoryNotes Component","Wed May 06 18:48:11 UTC 2026","passed","Wed May 06 18:48:11 UTC 2026","","","",""
"Test cases for TestDurationValidator","0","TestDurationValidator","","Wed May 06 18:43:15 UTC 2026","passed","Wed May 06 18:43:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestDurationValidator","TestDurationValidator"
"Test cases for TestTypes_Scan_Success","1","TestTypes_Scan_Success","","Wed May 06 18:42:55 UTC 2026","passed","Wed May 06 18:42:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"","0","should appropriately handle edges that contain underscores","getEdgeDataFromKey","Wed May 06 18:49:36 UTC 2026","passed","Wed May 06 18:49:36 UTC 2026","","","",""
"","7","returns the remaining amount of labels available for creation","useTagLimits","Wed May 06 18:43:58 UTC 2026","passed","Wed May 06 18:43:58 UTC 2026","","","",""
"Test cases for TestManagementResource_SAMLCallbackHandler","13","TestManagementResource_SAMLCallbackHandler","","Wed May 06 18:43:37 UTC 2026","passed","Wed May 06 18:43:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLCallbackHandler","TestManagementResource_SAMLCallbackHandler"
"","65","returns the full environment of the environmentId found in the search params","useAvailableEnvironments","Wed May 06 18:45:57 UTC 2026","passed","Wed May 06 18:45:57 UTC 2026","","useSelectedEnvironment","",""
"Test cases for Test_filterAndFormatSearchResults_includeOpenGraphNodes","0","Test_filterAndFormatSearchResults_includeOpenGraphNodes","","Wed May 06 18:42:52 UTC 2026","passed","Wed May 06 18:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_includeOpenGraphNodes","Test_filterAndFormatSearchResults_includeOpenGraphNodes"
"","510","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and read-only role is selected","CreateUserForm","Wed May 06 18:44:37 UTC 2026","passed","Wed May 06 18:44:37 UTC 2026","","","",""
"","88","allows a consumer to swap the values of the two inputs and update the query params accordingly","usePathfindingSearch","Wed May 06 18:45:57 UTC 2026","passed","Wed May 06 18:45:57 UTC 2026","","","",""
"","49","displays a loading message while fetching extensions","ActiveExtensionsCard","Wed May 06 18:43:47 UTC 2026","passed","Wed May 06 18:43:47 UTC 2026","","","",""
"Test cases for TestCache_Set","0","TestCache_Set","","Wed May 06 18:43:16 UTC 2026","passed","Wed May 06 18:43:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Set","TestCache_Set"
"Test cases for TestResources_EndIngestJob","93","TestResources_EndIngestJob","","Wed May 06 18:42:52 UTC 2026","passed","Wed May 06 18:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_EndIngestJob","TestResources_EndIngestJob"
"","445","should close the dialog when the Cancel button is clicked","Privilege Zones History Filter Dialog","Wed May 06 18:45:52 UTC 2026","passed","Wed May 06 18:45:53 UTC 2026","","","",""
"Test cases for TestTextUnmarshalFloat","0","TestTextUnmarshalFloat","","Wed May 06 18:42:55 UTC 2026","passed","Wed May 06 18:42:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalFloat","TestTextUnmarshalFloat"
"","0","returns null if paramValue is ''","useEnvironmentParams","Wed May 06 18:48:27 UTC 2026","passed","Wed May 06 18:48:27 UTC 2026","","parseEnvironmentAggregation","",""
"","227","should display ""Cancel"" button","Enable2FADialog","Wed May 06 18:47:03 UTC 2026","passed","Wed May 06 18:47:03 UTC 2026","","","",""
"Test cases for TestMaybeSubmitRelationshipUpdate","0","TestMaybeSubmitRelationshipUpdate","","Wed May 06 18:42:59 UTC 2026","passed","Wed May 06 18:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitRelationshipUpdate","TestMaybeSubmitRelationshipUpdate"
"Test cases for TestGetScheme","0","TestGetScheme","","Wed May 06 18:42:46 UTC 2026","passed","Wed May 06 18:42:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestGetScheme","TestGetScheme"
"Test cases for TestRewriter_Enter_NoShortcut_PreservesKinds","0","TestRewriter_Enter_NoShortcut_PreservesKinds","","Wed May 06 18:42:57 UTC 2026","passed","Wed May 06 18:42:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestRewriter_Enter_NoShortcut_PreservesKinds","TestRewriter_Enter_NoShortcut_PreservesKinds"
"","8","renders without label when label is empty string","StatusIndicator","Wed May 06 18:48:20 UTC 2026","passed","Wed May 06 18:48:20 UTC 2026","","","",""
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Wed May 06 18:42:31 UTC 2026","passed","Wed May 06 18:42:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"","30","calls openSAMLProviderDialog when create provider button is clicked","CreateMenu","Wed May 06 18:45:20 UTC 2026","passed","Wed May 06 18:45:20 UTC 2026","","oidc_support feature flag disabled","",""
"","12","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Wed May 06 18:48:01 UTC 2026","passed","Wed May 06 18:48:01 UTC 2026","","","",""
"","181","does not make feature-flag request if user is not fully authenticated","app","Wed May 06 18:49:26 UTC 2026","passed","Wed May 06 18:49:27 UTC 2026","","<Inner />","",""
"","282","sets a secondary=id and searchType=pathfinding when primary is truethy","ContextMenu","Wed May 06 18:45:00 UTC 2026","passed","Wed May 06 18:45:00 UTC 2026","","","",""
"Test cases for TestResources_ListUsersMinimal","7","TestResources_ListUsersMinimal","","Wed May 06 18:43:37 UTC 2026","passed","Wed May 06 18:43:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestResources_ListUsersMinimal","TestResources_ListUsersMinimal"
"","308","renders analyze now section","AnalyzeNowConfiguration","Wed May 06 18:45:36 UTC 2026","passed","Wed May 06 18:45:36 UTC 2026","","","",""
"","506","renders a list of asset group members","GroupManagement","Wed May 06 18:49:19 UTC 2026","passed","Wed May 06 18:49:20 UTC 2026","","","",""
"","156","fires onSelect prop when a result is clicked","SearchCurrentNodes","Wed May 06 18:46:32 UTC 2026","passed","Wed May 06 18:46:32 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_GetSavedQueryError","1","TestResources_UpdateSavedQuery_GetSavedQueryError","","Wed May 06 18:42:52 UTC 2026","passed","Wed May 06 18:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_GetSavedQueryError","TestResources_UpdateSavedQuery_GetSavedQueryError"
"","220","shows an error state","AssetGroupMenuItem","Wed May 06 18:45:13 UTC 2026","passed","Wed May 06 18:45:14 UTC 2026","","","",""
"","34","the queries in the list only include nodes and edges that are defined in our schema","common search list","Wed May 06 18:48:04 UTC 2026","passed","Wed May 06 18:48:04 UTC 2026","","","",""
"","144","should disable the create provider button and not display providers if the user lacks permission","SSOConfiguration","Wed May 06 18:45:13 UTC 2026","passed","Wed May 06 18:45:13 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteSAMLProvider","0","TestManagementResource_DeleteSAMLProvider","","Wed May 06 18:42:58 UTC 2026","passed","Wed May 06 18:42:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteSAMLProvider","TestManagementResource_DeleteSAMLProvider"
