"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns paramValue as EnvironmentAggregation if paramValue is active-directory","useEnvironmentParams","Tue Mar 10 18:47:32 UTC 2026","passed","Tue Mar 10 18:47:32 UTC 2026","","parseEnvironmentAggregation","",""
"","59","sets input text to value","ManagedDatePicker - value","Tue Mar 10 18:45:10 UTC 2026","passed","Tue Mar 10 18:45:10 UTC 2026","","","",""
"Test cases for TestCreateUser_ETAC","2724","TestCreateUser_ETAC","","Tue Mar 10 18:42:24 UTC 2026","passed","Tue Mar 10 18:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_ETAC","TestCreateUser_ETAC"
"","1","runs a cypher search when the query param is set to ""cypher""","useExploreGraph","Tue Mar 10 18:44:46 UTC 2026","passed","Tue Mar 10 18:44:46 UTC 2026","","exploreGraphQueryFactory","",""
"","79","copys children value to clipboard after clicking the copy btn","CodeController","Tue Mar 10 18:47:18 UTC 2026","passed","Tue Mar 10 18:47:18 UTC 2026","","","",""
"Test cases for TestParseVersion","0","TestParseVersion","","Tue Mar 10 18:42:41 UTC 2026","passed","Tue Mar 10 18:42:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestParseVersion","TestParseVersion"
"","162","upon selecting a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","useNodeSearch","Tue Mar 10 18:46:36 UTC 2026","passed","Tue Mar 10 18:46:36 UTC 2026","","","",""
"Test cases for TestSIDSuffix_PrependPrefix","1","TestSIDSuffix_PrependPrefix","","Tue Mar 10 18:42:43 UTC 2026","passed","Tue Mar 10 18:42:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_PrependPrefix","TestSIDSuffix_PrependPrefix"
"","2382","Clicking on a row causes row to be selected","ExploreTable","Tue Mar 10 18:42:56 UTC 2026","passed","Tue Mar 10 18:42:58 UTC 2026","","","",""
"Test cases for TestSignRequestSuccess","0","TestSignRequestSuccess","","Tue Mar 10 18:42:09 UTC 2026","passed","Tue Mar 10 18:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestSuccess","TestSignRequestSuccess"
"","182","disables checkboxes while loading","SourceKindsCheckboxes","Tue Mar 10 18:44:44 UTC 2026","passed","Tue Mar 10 18:44:44 UTC 2026","","","",""
"Test cases for TestParseDomainTrusts_TrustAttributes","0","TestParseDomainTrusts_TrustAttributes","","Tue Mar 10 18:42:46 UTC 2026","passed","Tue Mar 10 18:42:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseDomainTrusts_TrustAttributes","TestParseDomainTrusts_TrustAttributes"
