"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","displays contact admin message when hidden edge is true","EdgeInfoContent","Thu May 28 01:26:08 UTC 2026","passed","Thu May 28 01:26:08 UTC 2026","","EdgeInfoContent support for hidden edges","",""
"","3463","checking a single edge type updates its parent and grandparent","Pathfinding","Thu May 28 01:26:44 UTC 2026","passed","Thu May 28 01:26:47 UTC 2026","","","",""
"Test cases for TestInt64FromPtr","0","TestInt64FromPtr","","Thu May 28 01:16:14 UTC 2026","passed","Thu May 28 01:16:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64FromPtr","TestInt64FromPtr"
"","128","upon selecting a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","useNodeSearch","Thu May 28 01:30:00 UTC 2026","passed","Thu May 28 01:30:00 UTC 2026","","","",""
"","235","closes the dialog when the ""Cancel"" button is clicked","SchemaUploadDialog","Thu May 28 01:27:07 UTC 2026","passed","Thu May 28 01:27:08 UTC 2026","","","",""
"","1380","handles copying the name","CopyMenuItem","Thu May 28 01:30:53 UTC 2026","passed","Thu May 28 01:30:54 UTC 2026","","","",""
"Test cases for TestHandleDatabaseErrorNotFound","0","TestHandleDatabaseErrorNotFound","","Thu May 28 01:16:01 UTC 2026","passed","Thu May 28 01:16:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestHandleDatabaseErrorNotFound","TestHandleDatabaseErrorNotFound"
"","237","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Thu May 28 01:26:07 UTC 2026","passed","Thu May 28 01:26:08 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"","2","should compute normal vectors for line segments","bezier","Thu May 28 01:31:47 UTC 2026","passed","Thu May 28 01:31:47 UTC 2026","","","",""
"","506","On successful upload, displays a completion of 100% and adds a ""Complete"" button that closes the dialog","SchemaUploadDialog","Thu May 28 01:27:08 UTC 2026","passed","Thu May 28 01:27:08 UTC 2026","","","",""
