"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestIntEqual","0","TestIntEqual","","Fri Feb 13 00:42:00 UTC 2026","passed","Fri Feb 13 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntEqual","TestIntEqual"
"","0","returns true if arrays are equal","areArraysSimilar","Fri Feb 13 00:46:53 UTC 2026","passed","Fri Feb 13 00:46:53 UTC 2026","","","",""
"Test cases for TestTenantRoles","0","TestTenantRoles","","Fri Feb 13 00:42:22 UTC 2026","passed","Fri Feb 13 00:42:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestTenantRoles","TestTenantRoles"
"","84","clicking a disabled header does not toggle content","<DetailsAccordion />","Fri Feb 13 00:43:46 UTC 2026","passed","Fri Feb 13 00:43:46 UTC 2026","","","",""
"","0","reports an API error when Cypher is not run first","handleError","Fri Feb 13 00:45:41 UTC 2026","passed","Fri Feb 13 00:45:41 UTC 2026","","","",""
"","166","navigates to previous history entry when warning dialog is cancelled","EarlyAccessFeatures","Fri Feb 13 00:48:06 UTC 2026","passed","Fri Feb 13 00:48:07 UTC 2026","","","",""
"","106","should call onCancel when cancel button clicked","LoginViaSSOForm","Fri Feb 13 00:45:41 UTC 2026","passed","Fri Feb 13 00:45:41 UTC 2026","","","",""
"Test cases for TestJSONFloat_UnmarshalJSON_NaN","0","TestJSONFloat_UnmarshalJSON_NaN","","Fri Feb 13 00:42:00 UTC 2026","passed","Fri Feb 13 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_UnmarshalJSON_NaN","TestJSONFloat_UnmarshalJSON_NaN"
"","1330","renders","DatabaseManagement","Fri Feb 13 00:47:49 UTC 2026","passed","Fri Feb 13 00:47:51 UTC 2026","","","",""
"","71","prevents a user from proceeding if the file is not valid","File Upload","Fri Feb 13 00:44:44 UTC 2026","passed","Fri Feb 13 00:44:44 UTC 2026","","","",""
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Fri Feb 13 00:42:18 UTC 2026","passed","Fri Feb 13 00:42:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"","1","returns false when WebGL is not available in the current browser context","WebGL compatibility check","Fri Feb 13 00:47:21 UTC 2026","passed","Fri Feb 13 00:47:21 UTC 2026","","","",""
"","736","should display all available roles","UpdateUserDialog","Fri Feb 13 00:43:24 UTC 2026","passed","Fri Feb 13 00:43:25 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseConflict","0","TestBuildErrorResponseConflict","","Fri Feb 13 00:41:46 UTC 2026","passed","Fri Feb 13 00:41:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseConflict","TestBuildErrorResponseConflict"
"Test cases for TestManagementResource_ListPermissions_DBError","0","TestManagementResource_ListPermissions_DBError","","Fri Feb 13 00:41:59 UTC 2026","passed","Fri Feb 13 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_DBError","TestManagementResource_ListPermissions_DBError"
"","59","should render oidc info provider","SSOProviderTable","Fri Feb 13 00:45:45 UTC 2026","passed","Fri Feb 13 00:45:45 UTC 2026","","","",""
"","390","renders","EarlyAccessFeaturesWarningDialog","Fri Feb 13 00:48:22 UTC 2026","passed","Fri Feb 13 00:48:23 UTC 2026","","","",""
"","2","shows the collection methods for the given job","toCollected","Fri Feb 13 00:46:50 UTC 2026","passed","Fri Feb 13 00:46:50 UTC 2026","","","",""
"Test cases for TestGraphQuery_PrepareCypherQuery","42","TestGraphQuery_PrepareCypherQuery","","Fri Feb 13 00:42:03 UTC 2026","passed","Fri Feb 13 00:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_PrepareCypherQuery","TestGraphQuery_PrepareCypherQuery"
"","0","A type and keyword were provided but there were no results available","Getting the text for the disabled item display for a search when there are no results","Fri Feb 13 00:45:14 UTC 2026","passed","Fri Feb 13 00:45:14 UTC 2026","","Empty data states","",""
"Test cases for TestDefineNodeName","2","TestDefineNodeName","","Fri Feb 13 00:42:21 UTC 2026","passed","Fri Feb 13 00:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineNodeName","TestDefineNodeName"
"","960","should not have less characters than the minimum requirement","CreateUserForm","Fri Feb 13 00:43:25 UTC 2026","passed","Fri Feb 13 00:43:25 UTC 2026","","","",""
"","10","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Fri Feb 13 00:44:44 UTC 2026","passed","Fri Feb 13 00:44:44 UTC 2026","","","",""
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Fri Feb 13 00:42:26 UTC 2026","passed","Fri Feb 13 00:42:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"","258","should call the onClick function when clicked","GraphButton","Fri Feb 13 00:47:16 UTC 2026","passed","Fri Feb 13 00:47:17 UTC 2026","","","",""
"","325","renders a list of pre-built searches","PrebuiltSearchList","Fri Feb 13 00:45:39 UTC 2026","passed","Fri Feb 13 00:45:39 UTC 2026","","","",""
