"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","renders with the Export and Delete buttons disabled","QuerySearchFilter","Sat Jun 06 00:46:35 UTC 2026","passed","Sat Jun 06 00:46:36 UTC 2026","","","",""
"Test cases for TestResources_GetContainerEntityInfo","187","TestResources_GetContainerEntityInfo","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetContainerEntityInfo","TestResources_GetContainerEntityInfo"
"Test cases for TestResources_ListADDomainContainedUsers","1","TestResources_ListADDomainContainedUsers","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedUsers","TestResources_ListADDomainContainedUsers"
"","411","should not allow leading or trailing empty spaces","UpdateUserForm","Sat Jun 06 00:43:24 UTC 2026","passed","Sat Jun 06 00:43:25 UTC 2026","","","",""
"Test cases for TestManagementResource_GetRole","36800","TestManagementResource_GetRole","","Sat Jun 06 00:42:47 UTC 2026","passed","Sat Jun 06 00:43:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetRole","TestManagementResource_GetRole"
"","393","filters by the selected user","FileIngestFilterDialog","Sat Jun 06 00:44:56 UTC 2026","passed","Sat Jun 06 00:44:57 UTC 2026","","User Select","",""
"","117","highlights selectedLayout rather than the table option when searchType is not cypher","GraphControls","Sat Jun 06 00:43:35 UTC 2026","passed","Sat Jun 06 00:43:35 UTC 2026","","Table view selection state","",""
"","211","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Sat Jun 06 00:43:44 UTC 2026","passed","Sat Jun 06 00:43:44 UTC 2026","","","",""
"Test cases for TestSIDSuffix_PrependPrefix","0","TestSIDSuffix_PrependPrefix","","Sat Jun 06 00:43:03 UTC 2026","passed","Sat Jun 06 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_PrependPrefix","TestSIDSuffix_PrependPrefix"
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","3","TestConcat","","Sat Jun 06 00:43:19 UTC 2026","passed","Sat Jun 06 00:43:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat","TestConcat"
"","0","returns false if value is {}","searchParams","Sat Jun 06 00:46:58 UTC 2026","passed","Sat Jun 06 00:46:58 UTC 2026","","isEmptyParam","",""
"","408","has date range input filters","FileIngestFilterDialog","Sat Jun 06 00:44:54 UTC 2026","passed","Sat Jun 06 00:44:55 UTC 2026","","Date Range Inputs","",""
"Test cases for TestParseAGMembersFromNodes_MissingNodeProperties","1","TestParseAGMembersFromNodes_MissingNodeProperties","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_MissingNodeProperties","TestParseAGMembersFromNodes_MissingNodeProperties"
"Test cases for TestResources_ListADEntityRDPRights","0","TestResources_ListADEntityRDPRights","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"Test cases for TestBuildErrorResponseDefault","0","TestBuildErrorResponseDefault","","Sat Jun 06 00:42:20 UTC 2026","passed","Sat Jun 06 00:42:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseDefault","TestBuildErrorResponseDefault"
"Test cases for TestResources_ListAuditLogs_InvalidPredicate","0","TestResources_ListAuditLogs_InvalidPredicate","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidPredicate","TestResources_ListAuditLogs_InvalidPredicate"
"","1205","a cypher search 404 does not render the GraphViewErrorAlert","GraphView","Sat Jun 06 00:48:55 UTC 2026","passed","Sat Jun 06 00:48:56 UTC 2026","","","",""
"Test cases for Test_CheckAccessToEnvironments","59","Test_CheckAccessToEnvironments","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_CheckAccessToEnvironments","Test_CheckAccessToEnvironments"
"","4338","edges are displayed in alphabetical order","Pathfinding","Sat Jun 06 00:44:44 UTC 2026","passed","Sat Jun 06 00:44:48 UTC 2026","","","",""
"","0","returns true if both arrays are empty","areArraysSimilar","Sat Jun 06 00:48:08 UTC 2026","passed","Sat Jun 06 00:48:08 UTC 2026","","","",""
"Test cases for TestConvertContainerToNode_InheritanceHashes","0","TestConvertContainerToNode_InheritanceHashes","","Sat Jun 06 00:43:03 UTC 2026","passed","Sat Jun 06 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertContainerToNode_InheritanceHashes","TestConvertContainerToNode_InheritanceHashes"
"","392","on clicking switch shows modal and when clicking cancel closes it and switch stays disabled","CitrixRDPConfiguration","Sat Jun 06 00:45:29 UTC 2026","passed","Sat Jun 06 00:45:29 UTC 2026","","Click on switch to enable","",""
"Test cases for TestToolContainer_GetScheduledAnalysisConfiguration_Errors","0","TestToolContainer_GetScheduledAnalysisConfiguration_Errors","","Sat Jun 06 00:42:35 UTC 2026","passed","Sat Jun 06 00:42:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestToolContainer_GetScheduledAnalysisConfiguration_Errors","TestToolContainer_GetScheduledAnalysisConfiguration_Errors"
"Test cases for TestInvalidValueError","0","TestInvalidValueError","","Sat Jun 06 00:43:03 UTC 2026","passed","Sat Jun 06 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestInvalidValueError","TestInvalidValueError"
"Test cases for TestAddWhereClauseToNeo4jQuery_NoWhereClause","0","TestAddWhereClauseToNeo4jQuery_NoWhereClause","","Sat Jun 06 00:42:42 UTC 2026","passed","Sat Jun 06 00:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddWhereClauseToNeo4jQuery_NoWhereClause","TestAddWhereClauseToNeo4jQuery_NoWhereClause"
"","1","Origin label and sizing are used when specified","copySigmaNodesToGraphlibGraph","Sat Jun 06 00:49:25 UTC 2026","passed","Sat Jun 06 00:49:25 UTC 2026","","","",""
"Test cases for TestFeatureFlagManagerPoller","90","TestFeatureFlagManagerPoller","","Sat Jun 06 00:42:43 UTC 2026","passed","Sat Jun 06 00:42:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestFeatureFlagManagerPoller","TestFeatureFlagManagerPoller"
"","2087","should render search input","Pathfinding","Sat Jun 06 00:43:52 UTC 2026","passed","Sat Jun 06 00:43:54 UTC 2026","","","",""
"Test cases for TestURLJoinPathEscapesSlashes","0","TestURLJoinPathEscapesSlashes","","Sat Jun 06 00:42:20 UTC 2026","passed","Sat Jun 06 00:42:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestURLJoinPathEscapesSlashes","TestURLJoinPathEscapesSlashes"
"","1","returns a comma separated number when provided with a number > 999","numberFormatting","Sat Jun 06 00:46:20 UTC 2026","passed","Sat Jun 06 00:46:20 UTC 2026","","","",""
"","1384","should render","EntityInfoHeader","Sat Jun 06 00:46:48 UTC 2026","passed","Sat Jun 06 00:46:50 UTC 2026","","","",""
