"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","104","Disable Analyze Now and change to Analyzing if datapipe status is different from ""idle""","AnalyzeNowConfiguration","Tue Jun 16 03:23:31 UTC 2026","passed","Tue Jun 16 03:23:32 UTC 2026","","","",""
"","114","should call onCancel when return to login button clicked","OneTimePasscodeForm","Tue Jun 16 03:25:05 UTC 2026","passed","Tue Jun 16 03:25:05 UTC 2026","","","",""
"","157","calls the onReset prop when the crop button is clicked","GraphControls","Tue Jun 16 03:21:48 UTC 2026","passed","Tue Jun 16 03:21:49 UTC 2026","","Resetting graph","",""
"","108","shows ""Expired"" in red when the expiration date has already passed","UserTokenManagementDialog - API Expiration Date column","Tue Jun 16 03:23:01 UTC 2026","passed","Tue Jun 16 03:23:01 UTC 2026","","","",""
"","1","filters by moderate risk level","filterAndSearchEnvironments","Tue Jun 16 03:21:54 UTC 2026","passed","Tue Jun 16 03:21:54 UTC 2026","","risk filters","",""
"","0","returns empty sets when highlightedItem is null","SigmaChart Utils","Tue Jun 16 03:26:29 UTC 2026","passed","Tue Jun 16 03:26:29 UTC 2026","","getFullPathHighlightedEntities","",""
"","0","handles only escapable characters","escapeCypherString","Tue Jun 16 03:25:38 UTC 2026","passed","Tue Jun 16 03:25:38 UTC 2026","","","",""
"","356","changes the text from ""Disabled"" to ""Enabled"" when the Rule Status switch is toggled","Rule Form","Tue Jun 16 03:21:51 UTC 2026","passed","Tue Jun 16 03:21:52 UTC 2026","","","",""
"","0","combines platform and collected filters","filterAndSearchEnvironments","Tue Jun 16 03:21:54 UTC 2026","passed","Tue Jun 16 03:21:54 UTC 2026","","combined filters","",""
"","281","should not call onSave when Save button is clicked and form input is invalid","UpdateUserDialog","Tue Jun 16 03:22:33 UTC 2026","passed","Tue Jun 16 03:22:33 UTC 2026","","","",""
"","627","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","CreateUserForm","Tue Jun 16 03:22:04 UTC 2026","passed","Tue Jun 16 03:22:05 UTC 2026","","","",""
"","193","displays error if delete button is clicked when no checkbox is selected","DatabaseManagement","Tue Jun 16 03:26:06 UTC 2026","passed","Tue Jun 16 03:26:06 UTC 2026","","","",""
"","16","fetches more data when scrolling within the default bottom threshold","useInfiniteScroll","Tue Jun 16 03:24:30 UTC 2026","passed","Tue Jun 16 03:24:30 UTC 2026","","","",""
"","7","updates key in state","useObjectState","Tue Jun 16 03:25:09 UTC 2026","passed","Tue Jun 16 03:25:09 UTC 2026","","","",""
"","162","should display ""Close"" button","UserTokenManagementDialog","Tue Jun 16 03:22:59 UTC 2026","passed","Tue Jun 16 03:23:00 UTC 2026","","","",""
"","614","should display generate/revoke api tokens button","User Actions Menu","Tue Jun 16 03:23:49 UTC 2026","passed","Tue Jun 16 03:23:49 UTC 2026","","Api Keys","",""
"","20","tag members refetches on sort change","the useAssetGroupTags utilities","Tue Jun 16 03:23:04 UTC 2026","passed","Tue Jun 16 03:23:04 UTC 2026","","","",""
"","1","stores a boolean value in localStorage","useLocalStorage","Tue Jun 16 03:23:31 UTC 2026","passed","Tue Jun 16 03:23:31 UTC 2026","","setValue","",""
"","169","disables checkboxes while loading","GraphDataCheckboxes","Tue Jun 16 03:22:37 UTC 2026","passed","Tue Jun 16 03:22:37 UTC 2026","","","",""
