"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestTypes_Scan_Success","0","TestTypes_Scan_Success","","Tue Apr 07 00:42:09 UTC 2026","passed","Tue Apr 07 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"Test cases for TestResources_GetIssuancePolicyEntityInfo","223","TestResources_GetIssuancePolicyEntityInfo","","Tue Apr 07 00:42:07 UTC 2026","passed","Tue Apr 07 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetIssuancePolicyEntityInfo","TestResources_GetIssuancePolicyEntityInfo"
"","110","should render tag to Label content","TagToZoneLabelDialog","Tue Apr 07 00:45:43 UTC 2026","passed","Tue Apr 07 00:45:43 UTC 2026","","","",""
"","287","On unsuccessful upload, notifies with an error and displays a retry button","SchemaUploadDialog","Tue Apr 07 00:44:18 UTC 2026","passed","Tue Apr 07 00:44:18 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteOIDCProvider","1","TestManagementResource_DeleteOIDCProvider","","Tue Apr 07 00:42:43 UTC 2026","passed","Tue Apr 07 00:42:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteOIDCProvider","TestManagementResource_DeleteOIDCProvider"
"","68","applies the given filters","useFinishedJobs","Tue Apr 07 00:45:10 UTC 2026","passed","Tue Apr 07 00:45:10 UTC 2026","","","",""
"Test cases for TestFloatEqual","0","TestFloatEqual","","Tue Apr 07 00:42:09 UTC 2026","passed","Tue Apr 07 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatEqual","TestFloatEqual"
"","160","renders Label as first tab and is also the initially selected on first render in Labels View/Tab","Selected Details Tabs","Tue Apr 07 00:45:06 UTC 2026","passed","Tue Apr 07 00:45:06 UTC 2026","","Selected Details Tabs - Params present","",""
"","494","displays correct content based on platform filter AD","CommonSearches","Tue Apr 07 00:44:10 UTC 2026","passed","Tue Apr 07 00:44:10 UTC 2026","","","",""
"","850","should not have less characters than the minimum requirement","CreateUserForm","Tue Apr 07 00:43:43 UTC 2026","passed","Tue Apr 07 00:43:44 UTC 2026","","","",""
