"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","does not open the dialog when the user does not have the opengraph write permission","SchemaUploadDialog","Fri Jun 19 00:44:47 UTC 2026","passed","Fri Jun 19 00:44:47 UTC 2026","","","",""
"","3191","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Fri Jun 19 00:43:29 UTC 2026","passed","Fri Jun 19 00:43:32 UTC 2026","","","",""
"","1","should include a tag with only the matching operations when the path matches","opsFilter","Fri Jun 19 00:47:30 UTC 2026","passed","Fri Jun 19 00:47:30 UTC 2026","","","",""
"Test cases for TestManagementResource_EnableUserSAML","1","TestManagementResource_EnableUserSAML","","Fri Jun 19 00:43:04 UTC 2026","passed","Fri Jun 19 00:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnableUserSAML","TestManagementResource_EnableUserSAML"
"Test cases for TestManagementResource_ListPermissions_InvalidFilterPredicate","0","TestManagementResource_ListPermissions_InvalidFilterPredicate","","Fri Jun 19 00:43:04 UTC 2026","passed","Fri Jun 19 00:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_InvalidFilterPredicate","TestManagementResource_ListPermissions_InvalidFilterPredicate"
"","148","displays extensions in a table when data is available","ActiveExtensionsCard","Fri Jun 19 00:43:35 UTC 2026","passed","Fri Jun 19 00:43:35 UTC 2026","","","",""
"Test cases for TestRegisterBHCEMetrics","0","TestRegisterBHCEMetrics","","Fri Jun 19 00:43:24 UTC 2026","passed","Fri Jun 19 00:43:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/metricsregistration/TestRegisterBHCEMetrics","TestRegisterBHCEMetrics"
"Test cases for TestContextMiddleware_InvalidWait","0","TestContextMiddleware_InvalidWait","","Fri Jun 19 00:42:52 UTC 2026","passed","Fri Jun 19 00:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWait","TestContextMiddleware_InvalidWait"
"","0","abbreviates numbers larger than 1000 and should not round the tenth place digit","numberFormatting","Fri Jun 19 00:46:24 UTC 2026","passed","Fri Jun 19 00:46:24 UTC 2026","","","",""
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Fri Jun 19 00:46:24 UTC 2026","passed","Fri Jun 19 00:46:24 UTC 2026","","","",""
"Test cases for TestSignRequestSuccess","0","TestSignRequestSuccess","","Fri Jun 19 00:42:34 UTC 2026","passed","Fri Jun 19 00:42:34 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestSuccess","TestSignRequestSuccess"
"Test cases for Test_FixtureSetup","0","Test_FixtureSetup","","Fri Jun 19 00:43:24 UTC 2026","passed","Fri Jun 19 00:43:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureSetup","Test_FixtureSetup"
"Test cases for TestResources_ListADDomainContainedGroups","4","TestResources_ListADDomainContainedGroups","","Fri Jun 19 00:42:58 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGroups","TestResources_ListADDomainContainedGroups"
"","413","handles removing from a tier zero asset group","AssetGroupMenuItem","Fri Jun 19 00:48:59 UTC 2026","passed","Fri Jun 19 00:48:59 UTC 2026","","removing from an asset group","",""
"","1","does not fetch more data while a page is already fetching","useInfiniteScroll","Fri Jun 19 00:47:00 UTC 2026","passed","Fri Jun 19 00:47:00 UTC 2026","","","",""
"","55","shows the empty form message when Cypher Rule Form is empty","Seed Selection Results","Fri Jun 19 00:45:06 UTC 2026","passed","Fri Jun 19 00:45:06 UTC 2026","","","",""
"","9","renders without pulse animation by default","StatusIndicator","Fri Jun 19 00:48:24 UTC 2026","passed","Fri Jun 19 00:48:24 UTC 2026","","","",""
"","0","returns empty array when search does not match any environment","filterAndSearchEnvironments","Fri Jun 19 00:43:42 UTC 2026","passed","Fri Jun 19 00:43:42 UTC 2026","","search filter","",""
"","111","disables the Columns button when the disabled prop is true","ManageColumnsComboBox","Fri Jun 19 00:45:14 UTC 2026","passed","Fri Jun 19 00:45:14 UTC 2026","","","",""
"Test cases for TestLocalStore_Exists","36","TestLocalStore_Exists","","Fri Jun 19 00:43:43 UTC 2026","passed","Fri Jun 19 00:43:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestLocalStore_Exists","TestLocalStore_Exists"
"Test cases for TestTracker_HasEdge_PropertyChangeDetectedAsDeletion","0","TestTracker_HasEdge_PropertyChangeDetectedAsDeletion","","Fri Jun 19 00:43:22 UTC 2026","passed","Fri Jun 19 00:43:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_HasEdge_PropertyChangeDetectedAsDeletion","TestTracker_HasEdge_PropertyChangeDetectedAsDeletion"
"Test cases for TestMoveFileBetweenServices","9","TestMoveFileBetweenServices","","Fri Jun 19 00:43:43 UTC 2026","passed","Fri Jun 19 00:43:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestMoveFileBetweenServices","TestMoveFileBetweenServices"
"Test cases for Test_validateGraphExtension","2","Test_validateGraphExtension","","Fri Jun 19 00:43:01 UTC 2026","passed","Fri Jun 19 00:43:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/Test_validateGraphExtension","Test_validateGraphExtension"
"Test cases for TestQueries_GetEntityResults","0","TestQueries_GetEntityResults","","Fri Jun 19 00:43:02 UTC 2026","passed","Fri Jun 19 00:43:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_GetEntityResults","TestQueries_GetEntityResults"
"","495","should not have less characters than the minimum requirement","UpdateUserForm","Fri Jun 19 00:43:25 UTC 2026","passed","Fri Jun 19 00:43:25 UTC 2026","","","",""
"Test cases for TestLoginSuccess","0","TestLoginSuccess","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginSuccess","TestLoginSuccess"
"","797","should call onSave when Save button is clicked and form input is valid","UpdateUserDialog","Fri Jun 19 00:44:29 UTC 2026","passed","Fri Jun 19 00:44:30 UTC 2026","","","",""
"Test cases for Test_hasCycle","0","Test_hasCycle","","Fri Jun 19 00:43:24 UTC 2026","passed","Fri Jun 19 00:43:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"TestManifest_AddMigration tests that migrations are added to the correct locationwithin the migration map and in the correct order.","0","TestManifest_AddMigration","","Fri Jun 19 00:43:00 UTC 2026","passed","Fri Jun 19 00:43:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestManifest_AddMigration","TestManifest_AddMigration"
"Test cases for TestWriteErrorResponse_InvalidFormat","0","TestWriteErrorResponse_InvalidFormat","","Fri Jun 19 00:42:34 UTC 2026","passed","Fri Jun 19 00:42:34 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteErrorResponse_InvalidFormat","TestWriteErrorResponse_InvalidFormat"
"Test cases for TestResources_GetContainerEntityInfo","271","TestResources_GetContainerEntityInfo","","Fri Jun 19 00:42:58 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetContainerEntityInfo","TestResources_GetContainerEntityInfo"
"","193","enables the create user button when the user is admin role","Users","Fri Jun 19 00:44:46 UTC 2026","passed","Fri Jun 19 00:44:46 UTC 2026","","","",""
"Test cases for TestParseOptionalBoolMisspelledValue","0","TestParseOptionalBoolMisspelledValue","","Fri Jun 19 00:42:33 UTC 2026","passed","Fri Jun 19 00:42:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolMisspelledValue","TestParseOptionalBoolMisspelledValue"
"Test cases for TestParseAGMembersFromNodes_","0","TestParseAGMembersFromNodes_","","Fri Jun 19 00:42:58 UTC 2026","passed","Fri Jun 19 00:42:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_","TestParseAGMembersFromNodes_"
"","0","escapes a single quote","escapeCypherString","Fri Jun 19 00:48:25 UTC 2026","passed","Fri Jun 19 00:48:25 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupSelectorMemberCountsByKind","0","TestResources_GetAssetGroupSelectorMemberCountsByKind","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupSelectorMemberCountsByKind","TestResources_GetAssetGroupSelectorMemberCountsByKind"
"","486","filters by the selected user","FileIngestFilterDialog","Fri Jun 19 00:45:00 UTC 2026","passed","Fri Jun 19 00:45:00 UTC 2026","","User Select","",""
"","8","adds new key to state","useObjectState","Fri Jun 19 00:47:48 UTC 2026","passed","Fri Jun 19 00:47:48 UTC 2026","","","",""
"","480","should reject passwords where only a space is used as the special character","CreateUserForm","Fri Jun 19 00:43:56 UTC 2026","passed","Fri Jun 19 00:43:57 UTC 2026","","","",""
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Fri Jun 19 00:43:22 UTC 2026","passed","Fri Jun 19 00:43:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"Test cases for TestManagementResource_UpdateUser_ETAC","3138","TestManagementResource_UpdateUser_ETAC","","Fri Jun 19 00:43:23 UTC 2026","passed","Fri Jun 19 00:43:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_ETAC","TestManagementResource_UpdateUser_ETAC"
"","123","should call onCancel when return to login button clicked","OneTimePasscodeForm","Fri Jun 19 00:47:44 UTC 2026","passed","Fri Jun 19 00:47:45 UTC 2026","","","",""
"","1","should compute offset vertices for bezier curves at a given intersection","bezier","Fri Jun 19 00:49:20 UTC 2026","passed","Fri Jun 19 00:49:20 UTC 2026","","","",""
"Test cases for Test_ConvertAppFederatedIdentityCredential","0","Test_ConvertAppFederatedIdentityCredential","","Fri Jun 19 00:43:23 UTC 2026","passed","Fri Jun 19 00:43:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/Test_ConvertAppFederatedIdentityCredential","Test_ConvertAppFederatedIdentityCredential"
"Test cases for TestResources_ListSourceKinds","100","TestResources_ListSourceKinds","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListSourceKinds","TestResources_ListSourceKinds"
"","644","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","UpdateUserForm","Fri Jun 19 00:43:26 UTC 2026","passed","Fri Jun 19 00:43:27 UTC 2026","","","",""
"","669","should fire Confirm once with true after typing challenge text","DeleteConfirmationDialog","Fri Jun 19 00:48:01 UTC 2026","passed","Fri Jun 19 00:48:02 UTC 2026","","","",""
"Test cases for TestCreateRuntimeDependenciesInitializesDefaultFileServices","3","TestCreateRuntimeDependenciesInitializesDefaultFileServices","","Fri Jun 19 00:43:03 UTC 2026","passed","Fri Jun 19 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/TestCreateRuntimeDependenciesInitializesDefaultFileServices","TestCreateRuntimeDependenciesInitializesDefaultFileServices"
"","279","shows Popper when isCurrentSearchOpen is true","GraphControls","Fri Jun 19 00:43:44 UTC 2026","passed","Fri Jun 19 00:43:45 UTC 2026","","Searching current results","",""
"","713","renders a filter search and platform dropdown menu","CommonSearches","Fri Jun 19 00:45:16 UTC 2026","passed","Fri Jun 19 00:45:17 UTC 2026","","","",""
"","7","applies animation class to the title","ProcessingIndicator","Fri Jun 19 00:48:35 UTC 2026","passed","Fri Jun 19 00:48:35 UTC 2026","","","",""
"","1","returns graphData as is if it doesnt match the GraphResponse interface","normalizeGraphDataForSigma","Fri Jun 19 00:49:40 UTC 2026","passed","Fri Jun 19 00:49:40 UTC 2026","","","",""
"","1569","enables the user actions menu when the user is admin role","Users","Fri Jun 19 00:44:46 UTC 2026","passed","Fri Jun 19 00:44:48 UTC 2026","","","",""
"Test cases for TestResources_SearchHandler_ETAC","1","TestResources_SearchHandler_ETAC","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchHandler_ETAC","TestResources_SearchHandler_ETAC"
"TestOpenGraphSchemaService_UpsertGraphSchemaExtension -","3","TestOpenGraphSchemaService_UpsertGraphSchemaExtension","","Fri Jun 19 00:43:06 UTC 2026","passed","Fri Jun 19 00:43:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_UpsertGraphSchemaExtension","TestOpenGraphSchemaService_UpsertGraphSchemaExtension"
"Test cases for TestResources_OpenGraphSchemaIngest","1","TestResources_OpenGraphSchemaIngest","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_OpenGraphSchemaIngest","TestResources_OpenGraphSchemaIngest"
"","570","should render the cypher search controls when user clicks on cypher tab","ExploreSearch rendering per tab","Fri Jun 19 00:49:07 UTC 2026","passed","Fri Jun 19 00:49:07 UTC 2026","","","",""
"","485","toggles a source kind on with all nested graph data options","GraphDataCheckboxes","Fri Jun 19 00:44:41 UTC 2026","passed","Fri Jun 19 00:44:41 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateAuthToken","16341","TestManagementResource_CreateAuthToken","","Fri Jun 19 00:43:27 UTC 2026","passed","Fri Jun 19 00:43:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateAuthToken","TestManagementResource_CreateAuthToken"
"Test cases for TestGC_Name","0","TestGC_Name","","Fri Jun 19 00:43:00 UTC 2026","passed","Fri Jun 19 00:43:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Name","TestGC_Name"
"","172","handles adding to non-tier-zero asset group","AssetGroupMenuItem","Fri Jun 19 00:48:59 UTC 2026","passed","Fri Jun 19 00:48:59 UTC 2026","","adding to an asset group","",""
"","105","renders the title as a visible h1 heading","PageWithTitle","Fri Jun 19 00:48:30 UTC 2026","passed","Fri Jun 19 00:48:30 UTC 2026","","","",""
"Test cases for TestIntScan","0","TestIntScan","","Fri Jun 19 00:43:00 UTC 2026","passed","Fri Jun 19 00:43:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntScan","TestIntScan"
"","156","Should display headers for member name and count","AssetGroupMemberList","Fri Jun 19 00:47:45 UTC 2026","passed","Fri Jun 19 00:47:45 UTC 2026","","","",""
"","1969","shows the ""Disable MFA"" context menu option for users with MFA enabled","Users","Fri Jun 19 00:44:51 UTC 2026","passed","Fri Jun 19 00:44:53 UTC 2026","","","",""
"Test cases for TestResources_ListKinds","102","TestResources_ListKinds","","Fri Jun 19 00:42:59 UTC 2026","passed","Fri Jun 19 00:42:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListKinds","TestResources_ListKinds"
"","202","displays the label for each result","SearchCurrentNodes","Fri Jun 19 00:46:38 UTC 2026","passed","Fri Jun 19 00:46:38 UTC 2026","","","",""
