"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ListADDomainContainedGroups","0","TestResources_ListADDomainContainedGroups","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGroups","TestResources_ListADDomainContainedGroups"
"","202","shows ""Select All"" when not all columns are selected","ManageColumnsComboBox","Mon Jul 13 18:09:55 UTC 2026","passed","Mon Jul 13 18:09:55 UTC 2026","","","",""
"","76","should display ""Password"" input","Enable2FADialog","Mon Jul 13 18:11:57 UTC 2026","passed","Mon Jul 13 18:11:57 UTC 2026","","","",""
"","135","renders a list of pre-built searches","PrebuiltSearchList","Mon Jul 13 18:11:04 UTC 2026","passed","Mon Jul 13 18:11:04 UTC 2026","","","",""
"TestRegister_RoutesRequireAuthentication dispatches real requests through the wiredrouter to verify that the registered routes are guarded by authentication middleware.The handlers themselves trust the middleware to enforce this contract; if the routewireup ever loses RequirePermissions/RequireAuth, this test will fail.","1","TestRegister_RoutesRequireAuthentication","","Mon Jul 13 18:07:50 UTC 2026","passed","Mon Jul 13 18:07:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/routes/TestRegister_RoutesRequireAuthentication","TestRegister_RoutesRequireAuthentication"
"Test cases for TestReconcile","0","TestReconcile","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestReconcile","TestReconcile"
"","111","Searching for existing node type returns node properties","useFetchEntityInfo","Mon Jul 13 18:11:08 UTC 2026","passed","Mon Jul 13 18:11:08 UTC 2026","","","",""
"","6086","closes explore search tab menu when search returns one node, entity info panel remains open","CypherSearch","Mon Jul 13 18:08:56 UTC 2026","passed","Mon Jul 13 18:09:02 UTC 2026","","Minimize explorer page elements when multiple nodes are returned","",""
"Test cases for TestFloatFrom","0","TestFloatFrom","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFrom","TestFloatFrom"
"Test cases for TestSignRequestValuesSuccess","0","TestSignRequestValuesSuccess","","Mon Jul 13 18:06:40 UTC 2026","passed","Mon Jul 13 18:06:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesSuccess","TestSignRequestValuesSuccess"
"","176","renders the form for editing an existing label","Tag Form","Mon Jul 13 18:07:47 UTC 2026","passed","Mon Jul 13 18:07:47 UTC 2026","","","",""
"","106","passes check if the user has a required permission","usePermissions","Mon Jul 13 18:10:10 UTC 2026","passed","Mon Jul 13 18:10:10 UTC 2026","","","",""
"","2527","""Columns"" button allows user to edit column settings","ExploreTable","Mon Jul 13 18:07:42 UTC 2026","passed","Mon Jul 13 18:07:45 UTC 2026","","","",""
"","77","clears selected if same note is clicked again","NoteCell component","Mon Jul 13 18:11:58 UTC 2026","passed","Mon Jul 13 18:11:58 UTC 2026","","","",""
"Test cases for TestFilterParseAndValidate_IgnoredParameters","0","TestFilterParseAndValidate_IgnoredParameters","","Mon Jul 13 18:07:26 UTC 2026","passed","Mon Jul 13 18:07:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/params/TestFilterParseAndValidate_IgnoredParameters","TestFilterParseAndValidate_IgnoredParameters"
"","1128","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","CreateUserForm","Mon Jul 13 18:08:26 UTC 2026","passed","Mon Jul 13 18:08:27 UTC 2026","","","",""
"Test cases for TestWriteBasicResponse","0","TestWriteBasicResponse","","Mon Jul 13 18:06:41 UTC 2026","passed","Mon Jul 13 18:06:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteBasicResponse","TestWriteBasicResponse"
"Test cases for Test_cacheQueryResult","0","Test_cacheQueryResult","","Mon Jul 13 18:07:00 UTC 2026","passed","Mon Jul 13 18:07:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"","0","prefixes each node_kind with a colon for labels","graphSchema","Mon Jul 13 18:12:45 UTC 2026","passed","Mon Jul 13 18:12:45 UTC 2026","","","",""
"Test cases for TestTimeExactEqual","0","TestTimeExactEqual","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeExactEqual","TestTimeExactEqual"
"","136","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Mon Jul 13 18:10:31 UTC 2026","passed","Mon Jul 13 18:10:31 UTC 2026","","Selected Details Tabs - Params present","",""
"","433","accepts a valid file and allows the user to continue through the upload process","File Upload","Mon Jul 13 18:10:20 UTC 2026","passed","Mon Jul 13 18:10:20 UTC 2026","","","",""
"Test cases for TestMatches_FailureModel","0","TestMatches_FailureModel","","Mon Jul 13 18:06:58 UTC 2026","passed","Mon Jul 13 18:06:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureModel","TestMatches_FailureModel"
"","772","should call onSubmit with email address and password when login button clicked","LoginForm","Mon Jul 13 18:12:35 UTC 2026","passed","Mon Jul 13 18:12:36 UTC 2026","","","",""
"","1184","should disable save button while input is empty","SaveQueryDialog","Mon Jul 13 18:07:47 UTC 2026","passed","Mon Jul 13 18:07:48 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupSelectorMemberCountsByKind","5","TestResources_GetAssetGroupSelectorMemberCountsByKind","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupSelectorMemberCountsByKind","TestResources_GetAssetGroupSelectorMemberCountsByKind"
"","3699","The password reset dialog is opened when switching a user from SAML based authentication to username/password based authentication","Users","Mon Jul 13 18:09:28 UTC 2026","passed","Mon Jul 13 18:09:31 UTC 2026","","","",""
"","436","runs the query and calls dispatch to set the node results","PrivilegeZonesCypherEditor Search component for Zone Management","Mon Jul 13 18:12:15 UTC 2026","passed","Mon Jul 13 18:12:15 UTC 2026","","","",""
"Test cases for TestFloatInfNaN","0","TestFloatInfNaN","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatInfNaN","TestFloatInfNaN"
"Test cases for TestResources_PatchDomain","0","TestResources_PatchDomain","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_PatchDomain","TestResources_PatchDomain"
"","2914","Preserves sample results when switching between Object ID and Cypher rule types","Rule Form","Mon Jul 13 18:08:05 UTC 2026","passed","Mon Jul 13 18:08:08 UTC 2026","","","",""
"Test cases for TestGenerateTOTPSecret","1","TestGenerateTOTPSecret","","Mon Jul 13 18:06:54 UTC 2026","passed","Mon Jul 13 18:06:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestGenerateTOTPSecret","TestGenerateTOTPSecret"
"","97","renders a ListItemActionMenu component","ListItemActionMenu","Mon Jul 13 18:11:46 UTC 2026","passed","Mon Jul 13 18:11:47 UTC 2026","","","",""
"","397","displays a Filters button","FileIngest","Mon Jul 13 18:11:45 UTC 2026","passed","Mon Jul 13 18:11:46 UTC 2026","","","",""
"","494","should call onSubmit with one time passcode when check code button clicked","OneTimePasscodeForm","Mon Jul 13 18:12:27 UTC 2026","passed","Mon Jul 13 18:12:27 UTC 2026","","","",""
"","213","a name value is required to submit the form","Tag Form","Mon Jul 13 18:07:48 UTC 2026","passed","Mon Jul 13 18:07:48 UTC 2026","","","",""
"","11","removes a notification","AppNotifications","Mon Jul 13 18:12:03 UTC 2026","passed","Mon Jul 13 18:12:03 UTC 2026","","","",""
"Test cases for TestStringSetValid","0","TestStringSetValid","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringSetValid","TestStringSetValid"
"Test cases for TestManagementResource_ListUsers","0","TestManagementResource_ListUsers","","Mon Jul 13 18:07:00 UTC 2026","passed","Mon Jul 13 18:07:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers","TestManagementResource_ListUsers"
"","1117","should render many sections with many navigation items","SubNav","Mon Jul 13 18:12:02 UTC 2026","passed","Mon Jul 13 18:12:03 UTC 2026","","","",""
"","5","mounts an assertive aria-live region","AnnouncementProvider","Mon Jul 13 18:11:06 UTC 2026","passed","Mon Jul 13 18:11:06 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_SkipAndOffset","0","TestResources_ListAuditLogs_SkipAndOffset","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_SkipAndOffset","TestResources_ListAuditLogs_SkipAndOffset"
"","1","falls back to the default Cypher message when ruleType is undefined and seeds are required","handleError","Mon Jul 13 18:09:28 UTC 2026","passed","Mon Jul 13 18:09:28 UTC 2026","","","",""
"Test cases for TestDetectContentType","63","TestDetectContentType","","Mon Jul 13 18:07:45 UTC 2026","passed","Mon Jul 13 18:07:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestDetectContentType","TestDetectContentType"
"","3","does not fetch more data when there are no more pages","useInfiniteScroll","Mon Jul 13 18:11:47 UTC 2026","passed","Mon Jul 13 18:11:47 UTC 2026","","","",""
"","1","takes updatedParams and current URLSearchParams and returns a function","searchParams","Mon Jul 13 18:11:47 UTC 2026","passed","Mon Jul 13 18:11:47 UTC 2026","","setSingleParamFactory","",""
"","3","does not fetch more data when scrolling outside the default bottom threshold","useInfiniteScroll","Mon Jul 13 18:11:47 UTC 2026","passed","Mon Jul 13 18:11:47 UTC 2026","","","",""
"","1","filters by critical risk level","filterAndSearchEnvironments","Mon Jul 13 18:08:12 UTC 2026","passed","Mon Jul 13 18:08:12 UTC 2026","","risk filters","",""
"Test cases for TestConvertAzureResourceGroupContributorToRels","0","TestConvertAzureResourceGroupContributorToRels","","Mon Jul 13 18:07:24 UTC 2026","passed","Mon Jul 13 18:07:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureResourceGroupContributorToRels","TestConvertAzureResourceGroupContributorToRels"
"","40","sets autoDisplayTable to false if query returns edges","useExploreTableAutoDisplay","Mon Jul 13 18:12:06 UTC 2026","passed","Mon Jul 13 18:12:07 UTC 2026","","","",""
"Test cases for TestResources_ListAssetGroupMembersCount","3","TestResources_ListAssetGroupMembersCount","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupMembersCount","TestResources_ListAssetGroupMembersCount"
"","37","calculates the running time of a job and converts to a human readable format","getSimpleDuration","Mon Jul 13 18:12:32 UTC 2026","passed","Mon Jul 13 18:12:32 UTC 2026","","","",""
"","20","sets autoDisplayTable to false if query returns no results","useExploreTableAutoDisplay","Mon Jul 13 18:12:07 UTC 2026","passed","Mon Jul 13 18:12:07 UTC 2026","","","",""
"Test cases for Test_ParseGraphSortParameters_Success","0","Test_ParseGraphSortParameters_Success","","Mon Jul 13 18:06:41 UTC 2026","passed","Mon Jul 13 18:06:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_Success","Test_ParseGraphSortParameters_Success"
"Test cases for TestService_CancelAnalysisRequest","0","TestService_CancelAnalysisRequest","","Mon Jul 13 18:07:48 UTC 2026","passed","Mon Jul 13 18:07:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/services/TestService_CancelAnalysisRequest","TestService_CancelAnalysisRequest"
"","2272","shows the ""Disable MFA"" context menu option for users with MFA enabled","Users","Mon Jul 13 18:09:38 UTC 2026","passed","Mon Jul 13 18:09:40 UTC 2026","","","",""
"","1","returns propertyKeys from all three kind property enums","graphSchema","Mon Jul 13 18:12:45 UTC 2026","passed","Mon Jul 13 18:12:45 UTC 2026","","","",""
"Test cases for TestHandlers_GetAllFlags","3","TestHandlers_GetAllFlags","","Mon Jul 13 18:07:50 UTC 2026","passed","Mon Jul 13 18:07:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/handlers/TestHandlers_GetAllFlags","TestHandlers_GetAllFlags"
"","34","should display the checkbox group title","Checkbox group","Mon Jul 13 18:13:02 UTC 2026","passed","Mon Jul 13 18:13:02 UTC 2026","","","",""
"","75","calls setSelected with correct data on click","NoteCell component","Mon Jul 13 18:11:58 UTC 2026","passed","Mon Jul 13 18:11:58 UTC 2026","","","",""
"","65","renders a link to the documentation","BloodHoundConfiguration","Mon Jul 13 18:14:35 UTC 2026","passed","Mon Jul 13 18:14:35 UTC 2026","","","",""
"Test cases for TestOverwriteQueryParamIfHeaderAndParamExist","1","TestOverwriteQueryParamIfHeaderAndParamExist","","Mon Jul 13 18:07:22 UTC 2026","passed","Mon Jul 13 18:07:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestOverwriteQueryParamIfHeaderAndParamExist","TestOverwriteQueryParamIfHeaderAndParamExist"
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Mon Jul 13 18:07:40 UTC 2026","passed","Mon Jul 13 18:07:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"Test cases for TestResources_UpdateSavedQuery_NotAUserAuth","0","TestResources_UpdateSavedQuery_NotAUserAuth","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_NotAUserAuth","TestResources_UpdateSavedQuery_NotAUserAuth"
"Test cases for TestStore_CreateAnalysisRequest","0","TestStore_CreateAnalysisRequest","","Mon Jul 13 18:07:46 UTC 2026","passed","Mon Jul 13 18:07:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/appdb/TestStore_CreateAnalysisRequest","TestStore_CreateAnalysisRequest"
"","34","Calls the cypher search endpoint for a node that is hidden from user with not all environments access","EntityObjectInformation","Mon Jul 13 18:10:55 UTC 2026","passed","Mon Jul 13 18:10:55 UTC 2026","","","",""
"Test cases for TestResources_ListAvailableEnvironments","11","TestResources_ListAvailableEnvironments","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAvailableEnvironments","TestResources_ListAvailableEnvironments"
"Test cases for TestResources_ListADIssuancePolicyLinkedCertTemplates","191","TestResources_ListADIssuancePolicyLinkedCertTemplates","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADIssuancePolicyLinkedCertTemplates","TestResources_ListADIssuancePolicyLinkedCertTemplates"
"","281","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Mon Jul 13 18:08:18 UTC 2026","passed","Mon Jul 13 18:08:18 UTC 2026","","","",""
"","66","Validate Displays all the Roles","useListDisplayRoles","Mon Jul 13 18:09:42 UTC 2026","passed","Mon Jul 13 18:09:42 UTC 2026","","","",""
"","796","renders a button that expands the filter section","AssetGroupEdit","Mon Jul 13 18:10:04 UTC 2026","passed","Mon Jul 13 18:10:04 UTC 2026","","","",""
"","127","renders delete buttons for each extension","ActiveExtensionsCard","Mon Jul 13 18:08:15 UTC 2026","passed","Mon Jul 13 18:08:15 UTC 2026","","","",""
"","142","renders a single item when items is an object","<DetailsAccordion />","Mon Jul 13 18:09:54 UTC 2026","passed","Mon Jul 13 18:09:54 UTC 2026","","","",""
"Test cases for Test_filterAndFormatSearchResults_filterEnvironments","0","Test_filterAndFormatSearchResults_filterEnvironments","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironments","Test_filterAndFormatSearchResults_filterEnvironments"
"Test cases for TestWritePaginated","0","TestWritePaginated","","Mon Jul 13 18:07:28 UTC 2026","passed","Mon Jul 13 18:07:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/responses/TestWritePaginated","TestWritePaginated"
"Test cases for TestManagementResource_DeleteUser_DeleteUserError","1028","TestManagementResource_DeleteUser_DeleteUserError","","Mon Jul 13 18:07:16 UTC 2026","passed","Mon Jul 13 18:07:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_DeleteUserError","TestManagementResource_DeleteUser_DeleteUserError"
"","91","initializes the categories with just the built-in defaults when edge endpoint returns nothing","useEdgeCategories","Mon Jul 13 18:10:10 UTC 2026","passed","Mon Jul 13 18:10:10 UTC 2026","","","",""
"","5163","edges are displayed in alphabetical order","Pathfinding","Mon Jul 13 18:09:24 UTC 2026","passed","Mon Jul 13 18:09:29 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseConflict","0","TestBuildErrorResponseConflict","","Mon Jul 13 18:06:41 UTC 2026","passed","Mon Jul 13 18:06:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseConflict","TestBuildErrorResponseConflict"
"","251","does not display a “Disable query timeout” checkbox when timeout limit param config is enabled true","ExploreSearch interaction","Mon Jul 13 18:14:01 UTC 2026","passed","Mon Jul 13 18:14:01 UTC 2026","","","",""
"","2","runs a node search when the query param is set to ""node""","useExploreGraph","Mon Jul 13 18:09:22 UTC 2026","passed","Mon Jul 13 18:09:22 UTC 2026","","exploreGraphQueryFactory","",""
"","0","fails for empty password","testPassword","Mon Jul 13 18:13:18 UTC 2026","passed","Mon Jul 13 18:13:18 UTC 2026","","","",""
"Test cases for TestStringFrom","0","TestStringFrom","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringFrom","TestStringFrom"
"","12","dismisses a notification","AppNotifications","Mon Jul 13 18:12:03 UTC 2026","passed","Mon Jul 13 18:12:03 UTC 2026","","","",""
"","149","updates value when a valid date typed","ManagedDatePicker - value","Mon Jul 13 18:10:54 UTC 2026","passed","Mon Jul 13 18:10:54 UTC 2026","","","",""
"Test cases for TestResources_ListADGPOAffectedTierZero","0","TestResources_ListADGPOAffectedTierZero","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedTierZero","TestResources_ListADGPOAffectedTierZero"
"","1092","clicking checkbox will remove error if present","DatabaseManagement","Mon Jul 13 18:13:48 UTC 2026","passed","Mon Jul 13 18:13:49 UTC 2026","","","",""
"Test cases for TestIntIsZero","0","TestIntIsZero","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntIsZero","TestIntIsZero"
"Test cases for TestFloatSetValid","0","TestFloatSetValid","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatSetValid","TestFloatSetValid"
"Test cases for TestResources_ListADDomainForeignAdmins","0","TestResources_ListADDomainForeignAdmins","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignAdmins","TestResources_ListADDomainForeignAdmins"
"Test cases for TestTimeFrom","0","TestTimeFrom","","Mon Jul 13 18:06:57 UTC 2026","passed","Mon Jul 13 18:06:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeFrom","TestTimeFrom"
"Test cases for TestDisenrollMFA_Admin_SuccessNoPasswordSSO","1354","TestDisenrollMFA_Admin_SuccessNoPasswordSSO","","Mon Jul 13 18:07:32 UTC 2026","passed","Mon Jul 13 18:07:34 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Admin_SuccessNoPasswordSSO","TestDisenrollMFA_Admin_SuccessNoPasswordSSO"
"","0","should appropriately handle edges that contain underscores","getEdgeDataFromKey","Mon Jul 13 18:14:29 UTC 2026","passed","Mon Jul 13 18:14:29 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainForeignGroups","3","TestResources_ListADDomainForeignGroups","","Mon Jul 13 18:06:53 UTC 2026","passed","Mon Jul 13 18:06:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignGroups","TestResources_ListADDomainForeignGroups"
"","46","displays a loading message while fetching extensions","ActiveExtensionsCard","Mon Jul 13 18:08:14 UTC 2026","passed","Mon Jul 13 18:08:14 UTC 2026","","","",""
"Test cases for TestManagementResource_ServeSigningCertificate","18","TestManagementResource_ServeSigningCertificate","","Mon Jul 13 18:07:40 UTC 2026","passed","Mon Jul 13 18:07:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ServeSigningCertificate","TestManagementResource_ServeSigningCertificate"
"Test cases for TestManagementResource_DeleteUser_UserBhCtxNotFound","0","TestManagementResource_DeleteUser_UserBhCtxNotFound","","Mon Jul 13 18:07:15 UTC 2026","passed","Mon Jul 13 18:07:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserBhCtxNotFound","TestManagementResource_DeleteUser_UserBhCtxNotFound"
"Test cases for TestGetScheme","0","TestGetScheme","","Mon Jul 13 18:06:45 UTC 2026","passed","Mon Jul 13 18:06:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestGetScheme","TestGetScheme"
