"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestBuildSQLSort","1","TestBuildSQLSort","","Wed Feb 18 18:41:44 UTC 2026","passed","Wed Feb 18 18:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildSQLSort","TestBuildSQLSort"
"","252","displays validation error messages when Save button is clicked and no form input is provided","PasswordDialog","Wed Feb 18 18:43:19 UTC 2026","passed","Wed Feb 18 18:43:19 UTC 2026","","","",""
"","387","renders","EarlyAccessFeaturesWarningDialog","Wed Feb 18 18:48:38 UTC 2026","passed","Wed Feb 18 18:48:38 UTC 2026","","","",""
"","0","`undefined` input is provided","Parsing the debounced input for type and keyword values","Wed Feb 18 18:45:23 UTC 2026","passed","Wed Feb 18 18:45:23 UTC 2026","","","",""
"","225","toggles parent from some to all","SourceKindsCheckboxes","Wed Feb 18 18:44:41 UTC 2026","passed","Wed Feb 18 18:44:41 UTC 2026","","","",""
"","8751","filter selections are rolled back if user closes modal with the cancel button","EdgeFilter","Wed Feb 18 18:45:05 UTC 2026","passed","Wed Feb 18 18:45:14 UTC 2026","","","",""
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Wed Feb 18 18:42:00 UTC 2026","passed","Wed Feb 18 18:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"","76","disables items via itemDisabled and hides the chevron icon visually","<DetailsAccordion />","Wed Feb 18 18:43:52 UTC 2026","passed","Wed Feb 18 18:43:52 UTC 2026","","","",""
"","64","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Wed Feb 18 18:46:29 UTC 2026","passed","Wed Feb 18 18:46:29 UTC 2026","","","",""
"","1194","should render with a full list of multiple tenants and domains","Simple Environment Selector","Wed Feb 18 18:43:21 UTC 2026","passed","Wed Feb 18 18:43:23 UTC 2026","","","",""
"","231","calls the onReset prop when the crop button is clicked","GraphControls","Wed Feb 18 18:43:38 UTC 2026","passed","Wed Feb 18 18:43:38 UTC 2026","","Resetting graph","",""
