"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","enables pulling an ordered list of tags by position ascending","the useAssetGroupTags utilities","Sat Mar 28 00:43:58 UTC 2026","passed","Sat Mar 28 00:43:59 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainInboundTrusts","0","TestResources_ListADDomainInboundTrusts","","Sat Mar 28 00:42:01 UTC 2026","passed","Sat Mar 28 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainInboundTrusts","TestResources_ListADDomainInboundTrusts"
"Test cases for TestClearCache_HA","0","TestClearCache_HA","","Sat Mar 28 00:42:03 UTC 2026","passed","Sat Mar 28 00:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestClearCache_HA","TestClearCache_HA"
"","0","reports an Object ID-specific error when editing a rule and ruleType is SeedTypeObjectId and seeds are required","handleError","Sat Mar 28 00:43:46 UTC 2026","passed","Sat Mar 28 00:43:46 UTC 2026","","","",""
"Test cases for TestCreateUser_FailureDuplicateEmail","1357","TestCreateUser_FailureDuplicateEmail","","Sat Mar 28 00:42:08 UTC 2026","passed","Sat Mar 28 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_FailureDuplicateEmail","TestCreateUser_FailureDuplicateEmail"
"Test cases for TestManagementResource_ListAuthTokens_SortingError","1","TestManagementResource_ListAuthTokens_SortingError","","Sat Mar 28 00:42:30 UTC 2026","passed","Sat Mar 28 00:42:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_SortingError","TestManagementResource_ListAuthTokens_SortingError"
"Test cases for TestCreateAssetGroupRequest_AuditData","0","TestCreateAssetGroupRequest_AuditData","","Sat Mar 28 00:42:01 UTC 2026","passed","Sat Mar 28 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestCreateAssetGroupRequest_AuditData","TestCreateAssetGroupRequest_AuditData"
"","405","should not allow leading or trailing empty spaces","CreateUserForm","Sat Mar 28 00:43:42 UTC 2026","passed","Sat Mar 28 00:43:42 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseUnauthorized","0","TestBuildErrorResponseUnauthorized","","Sat Mar 28 00:41:51 UTC 2026","passed","Sat Mar 28 00:41:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseUnauthorized","TestBuildErrorResponseUnauthorized"
"","1131","should display all available SSO providers","UpdateUserDialog","Sat Mar 28 00:43:38 UTC 2026","passed","Sat Mar 28 00:43:39 UTC 2026","","","",""
"","76","displays an error message while fetching fails","ActiveExtensionsCard","Sat Mar 28 00:43:22 UTC 2026","passed","Sat Mar 28 00:43:23 UTC 2026","","","",""
"","0","Fetching the data timed out","Getting the text for the disabled item display for a search when there are no results","Sat Mar 28 00:45:37 UTC 2026","passed","Sat Mar 28 00:45:37 UTC 2026","","Error states","",""
