"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","292","should display a ""Configure Multi-Factor Authentication"" modal","UserProfile","Thu May 07 18:45:30 UTC 2026","passed","Thu May 07 18:45:30 UTC 2026","","""Multi-Factor Authentication"" switch","",""
"","2635","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Thu May 07 18:43:41 UTC 2026","passed","Thu May 07 18:43:44 UTC 2026","","","",""
"","618","Download button opens a menu and selecting ""Visible Columns"" calls json2csv with selected columns only","ExploreTable","Thu May 07 18:43:32 UTC 2026","passed","Thu May 07 18:43:33 UTC 2026","","","",""
"","340","renders","EarlyAccessFeaturesWarningDialog","Thu May 07 18:49:30 UTC 2026","passed","Thu May 07 18:49:30 UTC 2026","","","",""
"","2","returns paramValue if it is one of the expected values","useExploreParams","Thu May 07 18:48:26 UTC 2026","passed","Thu May 07 18:48:26 UTC 2026","","parseSearchType","",""
"","448","should render list of available SSO providers","LoginViaSSOForm","Thu May 07 18:46:48 UTC 2026","passed","Thu May 07 18:46:48 UTC 2026","","","",""
"Test cases for TestIntPointer","0","TestIntPointer","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntPointer","TestIntPointer"
"","173","closes the dropdown when clicking outside","ManageColumnsComboBox","Thu May 07 18:45:08 UTC 2026","passed","Thu May 07 18:45:08 UTC 2026","","","",""
"","0","should exclude operations within a tag when only the path matches but not all paths","opsFilter","Thu May 07 18:47:20 UTC 2026","passed","Thu May 07 18:47:20 UTC 2026","","","",""
"","377","handles removing from a tier zero asset group","AssetGroupMenuItem","Thu May 07 18:48:49 UTC 2026","passed","Thu May 07 18:48:50 UTC 2026","","removing from an asset group","",""
"Test cases for TestMarshalFloat","0","TestMarshalFloat","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalFloat","TestMarshalFloat"
"Test cases for TestResources_ExportSavedQueries","11","TestResources_ExportSavedQueries","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ExportSavedQueries","TestResources_ExportSavedQueries"
"","225","should render","SSOProviderTable","Thu May 07 18:46:56 UTC 2026","passed","Thu May 07 18:46:56 UTC 2026","","","",""
"Test cases for TestResources_GetSearchResult_ETAC","25","TestResources_GetSearchResult_ETAC","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetSearchResult_ETAC","TestResources_GetSearchResult_ETAC"
"Test cases for TestMatches_FailureStatus","0","TestMatches_FailureStatus","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureStatus","TestMatches_FailureStatus"
"","64","disables items via itemDisabled and hides the chevron icon visually","<DetailsAccordion />","Thu May 07 18:45:04 UTC 2026","passed","Thu May 07 18:45:04 UTC 2026","","","",""
"","0","returns paramValue as EnvironmentAggregation if paramValue is all","useEnvironmentParams","Thu May 07 18:48:20 UTC 2026","passed","Thu May 07 18:48:20 UTC 2026","","parseEnvironmentAggregation","",""
"","325","displays a “Disable query timeout” checkbox when timeout limit param config is enabled false","ExploreSearch interaction","Thu May 07 18:48:54 UTC 2026","passed","Thu May 07 18:48:54 UTC 2026","","","",""
"","1425","renders correct search elements after keypresses","GraphView","Thu May 07 18:49:08 UTC 2026","passed","Thu May 07 18:49:10 UTC 2026","","","",""
"Test cases for TestResources_ListUsersMinimal","8","TestResources_ListUsersMinimal","","Thu May 07 18:43:47 UTC 2026","passed","Thu May 07 18:43:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestResources_ListUsersMinimal","TestResources_ListUsersMinimal"
"Test cases for TestResources_ListAssetGroupCollections","1","TestResources_ListAssetGroupCollections","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
"","60","passes the check for at least one permission if the user is missing one of many required permissions","usePermissions","Thu May 07 18:45:23 UTC 2026","passed","Thu May 07 18:45:23 UTC 2026","","","",""
"","381","Selecting an edge with a Computer target node that haslaps is enabled shows correct Windows Abuse text","EdgeInfoContent","Thu May 07 18:43:52 UTC 2026","passed","Thu May 07 18:43:53 UTC 2026","","","",""
"Test cases for Test_HarnessSetup","0","Test_HarnessSetup","","Thu May 07 18:43:26 UTC 2026","passed","Thu May 07 18:43:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_HarnessSetup","Test_HarnessSetup"
"","9","takes a string and copys to the navigator clipboard","copyToClipboard","Thu May 07 18:48:30 UTC 2026","passed","Thu May 07 18:48:30 UTC 2026","","","",""
"Test cases for Test_ParseGraphSortParameters_Success","0","Test_ParseGraphSortParameters_Success","","Thu May 07 18:42:41 UTC 2026","passed","Thu May 07 18:42:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_Success","Test_ParseGraphSortParameters_Success"
"","57","upon selecting a source and destination node, updates the URL with a searchType of 'pathfinding' and the object ids for the source and destination nodes","usePathfindingSearch","Thu May 07 18:45:56 UTC 2026","passed","Thu May 07 18:45:56 UTC 2026","","","",""
"","20","renders highlight only for active selector when ruleId is present","SelectedHighlight","Thu May 07 18:47:29 UTC 2026","passed","Thu May 07 18:47:29 UTC 2026","","","",""
"Test cases for Test_setRawValue","0","Test_setRawValue","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/Test_setRawValue","Test_setRawValue"
"","9","should render a Field when the provided value is 0","Field","Thu May 07 18:47:50 UTC 2026","passed","Thu May 07 18:47:50 UTC 2026","","","",""
"Test cases for TestSetValue","1","TestSetValue","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestSetValue","TestSetValue"
"Test cases for Test_signedRequestDate","0","Test_signedRequestDate","","Thu May 07 18:42:55 UTC 2026","passed","Thu May 07 18:42:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_signedRequestDate","Test_signedRequestDate"
"Test cases for TestManagementResource_DeleteUser_GetUserError","0","TestManagementResource_DeleteUser_GetUserError","","Thu May 07 18:43:25 UTC 2026","passed","Thu May 07 18:43:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_GetUserError","TestManagementResource_DeleteUser_GetUserError"
"","40","applies empty state height when no results","ActiveExtensionsCard","Thu May 07 18:43:53 UTC 2026","passed","Thu May 07 18:43:54 UTC 2026","","","",""
"","0","No type was provided and no results were available","Getting the text for the disabled item display for a search when there are no results","Thu May 07 18:46:44 UTC 2026","passed","Thu May 07 18:46:44 UTC 2026","","Empty data states","",""
"","343","should render","LoginForm","Thu May 07 18:47:41 UTC 2026","passed","Thu May 07 18:47:41 UTC 2026","","","",""
"Test cases for TestTimeFromPtr","0","TestTimeFromPtr","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeFromPtr","TestTimeFromPtr"
"","0","filters by high risk level","filterAndSearchEnvironments","Thu May 07 18:43:46 UTC 2026","passed","Thu May 07 18:43:46 UTC 2026","","risk filters","",""
"","501","clears the applied filter","FileIngestFilterDialog","Thu May 07 18:44:51 UTC 2026","passed","Thu May 07 18:44:51 UTC 2026","","Status Select","",""
"","736","should render an update user form","UpdateUserDialog","Thu May 07 18:44:17 UTC 2026","passed","Thu May 07 18:44:18 UTC 2026","","","",""
"","626","should open save dialog on keyboard press alt+S","CypherSearch","Thu May 07 18:44:19 UTC 2026","passed","Thu May 07 18:44:19 UTC 2026","","","",""
"","374","toggles a source kind off from all selected nested graph data options","GraphDataCheckboxes","Thu May 07 18:44:30 UTC 2026","passed","Thu May 07 18:44:30 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseInternalServerError","0","TestBuildErrorResponseInternalServerError","","Thu May 07 18:42:41 UTC 2026","passed","Thu May 07 18:42:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseInternalServerError","TestBuildErrorResponseInternalServerError"
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessT0","0","TestResources_UpdateAssetGroupSelectors_SuccessT0","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessT0","TestResources_UpdateAssetGroupSelectors_SuccessT0"
"","192","removes a node from an asset group tag","AssetGroupMenuItem","Thu May 07 18:45:14 UTC 2026","passed","Thu May 07 18:45:14 UTC 2026","","","",""
"","771","should call onSave when Save button is clicked and form input is valid","CreateUserDialog","Thu May 07 18:44:08 UTC 2026","passed","Thu May 07 18:44:09 UTC 2026","","","",""
"","0","Empty input is provided","Parsing the debounced input for type and keyword values","Thu May 07 18:46:44 UTC 2026","passed","Thu May 07 18:46:44 UTC 2026","","","",""
"Test cases for TestParseIntQueryParameter","64","TestParseIntQueryParameter","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseIntQueryParameter","TestParseIntQueryParameter"
"","104","defaults to wrapped and removes .wrapped class when unwrap btn is clicked","CodeController","Thu May 07 18:48:05 UTC 2026","passed","Thu May 07 18:48:05 UTC 2026","","","",""
"","186","renders the total count and object counts on success","ObjectCountPanel","Thu May 07 18:47:46 UTC 2026","passed","Thu May 07 18:47:46 UTC 2026","","","",""
"Test cases for TestTracker_HasEdge_And_DeletedEdges","0","TestTracker_HasEdge_And_DeletedEdges","","Thu May 07 18:43:24 UTC 2026","passed","Thu May 07 18:43:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_HasEdge_And_DeletedEdges","TestTracker_HasEdge_And_DeletedEdges"
"Test cases for TestResources_CypherQuery","72","TestResources_CypherQuery","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CypherQuery","TestResources_CypherQuery"
"Test cases for TestResources_ListFileUploadJobs","0","TestResources_ListFileUploadJobs","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListFileUploadJobs","TestResources_ListFileUploadJobs"
"Test cases for TestResources_UpdateSavedQuery_UpdateFailed","0","TestResources_UpdateSavedQuery_UpdateFailed","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_UpdateFailed","TestResources_UpdateSavedQuery_UpdateFailed"
"","30","generates a human-friendly default filename for graph exports","exportGraphData","Thu May 07 18:47:43 UTC 2026","passed","Thu May 07 18:47:43 UTC 2026","","","",""
"Test cases for TestTypes_Scan_Success","0","TestTypes_Scan_Success","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"","4","pwdlastset","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Thu May 07 18:45:12 UTC 2026","passed","Thu May 07 18:45:12 UTC 2026","","","",""
"","1800","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Thu May 07 18:45:11 UTC 2026","passed","Thu May 07 18:45:13 UTC 2026","","","",""
"Test cases for TestGetAzureDataQualityStats_Failure","0","TestGetAzureDataQualityStats_Failure","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetAzureDataQualityStats_Failure","TestGetAzureDataQualityStats_Failure"
"","0","returns disabled config when any required param is falsey","useExploreGraph","Thu May 07 18:44:34 UTC 2026","passed","Thu May 07 18:44:34 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"","4366","does not close explore search tab menu or entity info panel when search returns zero nodes","CypherSearch","Thu May 07 18:44:23 UTC 2026","passed","Thu May 07 18:44:27 UTC 2026","","Minimize explorer page elements when multiple nodes are returned","",""
"","256","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Thu May 07 18:43:53 UTC 2026","passed","Thu May 07 18:43:53 UTC 2026","","","",""
"Test cases for TestInt64ValueOrZero","0","TestInt64ValueOrZero","","Thu May 07 18:43:04 UTC 2026","passed","Thu May 07 18:43:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64ValueOrZero","TestInt64ValueOrZero"
"","72","displays ! icon when one of the Affected Object calls fail","EntityInfoDataTableGraphed","Thu May 07 18:45:27 UTC 2026","passed","Thu May 07 18:45:27 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","0","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","","Thu May 07 18:43:03 UTC 2026","passed","Thu May 07 18:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success"
"","219","calls onChange with initial default columns when ""Reset Default"" is clicked","ManageColumnsComboBox","Thu May 07 18:45:07 UTC 2026","passed","Thu May 07 18:45:07 UTC 2026","","","",""
"","20","selector members refetches on envrionment change","the useAssetGroupTags utilities","Thu May 07 18:45:02 UTC 2026","passed","Thu May 07 18:45:02 UTC 2026","","","",""
