"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestOpenGraphSchemaService_GetGraphSchemaExtensions","2","TestOpenGraphSchemaService_GetGraphSchemaExtensions","","Sat Jul 18 06:42:27 UTC 2026","passed","Sat Jul 18 06:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetGraphSchemaExtensions","TestOpenGraphSchemaService_GetGraphSchemaExtensions"
"","914","renders a button that expands the filter section","AssetGroupEdit","Sat Jul 18 06:45:35 UTC 2026","passed","Sat Jul 18 06:45:36 UTC 2026","","","",""
"","2539","""Columns"" button allows user to edit column settings","ExploreTable","Sat Jul 18 06:43:02 UTC 2026","passed","Sat Jul 18 06:43:05 UTC 2026","","","",""
"Test cases for TestBuildSQLSort","1","TestBuildSQLSort","","Sat Jul 18 06:42:01 UTC 2026","passed","Sat Jul 18 06:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildSQLSort","TestBuildSQLSort"
"","9","renders the LabelSelector when available and on a Label page","TagSelector","Sat Jul 18 06:47:07 UTC 2026","passed","Sat Jul 18 06:47:07 UTC 2026","","","",""
"Test cases for TestStorageFileService_WriteFileFromReader","7","TestStorageFileService_WriteFileFromReader","","Sat Jul 18 06:42:40 UTC 2026","passed","Sat Jul 18 06:42:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestStorageFileService_WriteFileFromReader","TestStorageFileService_WriteFileFromReader"
"Test cases for TestIntIsZero","0","TestIntIsZero","","Sat Jul 18 06:42:20 UTC 2026","passed","Sat Jul 18 06:42:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntIsZero","TestIntIsZero"
"","69","displays no data message when there are no extensions","ActiveExtensionsCard","Sat Jul 18 06:43:37 UTC 2026","passed","Sat Jul 18 06:43:37 UTC 2026","","","",""
"","106","renders a dash when actor is BloodHoundString","NoteCell component","Sat Jul 18 06:47:42 UTC 2026","passed","Sat Jul 18 06:47:42 UTC 2026","","","",""
"","3","prevents Sigma defaults events","preventAllDefaults","Sat Jul 18 06:50:40 UTC 2026","passed","Sat Jul 18 06:50:40 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerConstrainedDelegationUsers","2","TestResources_ListADComputerConstrainedDelegationUsers","","Sat Jul 18 06:42:14 UTC 2026","passed","Sat Jul 18 06:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerConstrainedDelegationUsers","TestResources_ListADComputerConstrainedDelegationUsers"
"","19","re-announces the same message by incrementing the span key","AnnouncementProvider","Sat Jul 18 06:46:45 UTC 2026","passed","Sat Jul 18 06:46:45 UTC 2026","","","",""
"","594","calls openSAMLProviderDialog when SAML Provider menu item is clicked","CreateMenu","Sat Jul 18 06:45:42 UTC 2026","passed","Sat Jul 18 06:45:43 UTC 2026","","oidc_support feature flag enabled","",""
"","374","renders","EarlyAccessFeaturesWarningDialog","Sat Jul 18 06:50:36 UTC 2026","passed","Sat Jul 18 06:50:36 UTC 2026","","","",""
"","17","returns early if there are no 'collected' environments","useInitialEnvironment","Sat Jul 18 06:47:55 UTC 2026","passed","Sat Jul 18 06:47:55 UTC 2026","","","",""
"","1170","clears input when dialog is closed and reopened","ActiveExtensionsCard","Sat Jul 18 06:43:41 UTC 2026","passed","Sat Jul 18 06:43:42 UTC 2026","","","",""
"Test cases for TestOpenGraphSchemaService_GetSchemaFindings","0","TestOpenGraphSchemaService_GetSchemaFindings","","Sat Jul 18 06:42:27 UTC 2026","passed","Sat Jul 18 06:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetSchemaFindings","TestOpenGraphSchemaService_GetSchemaFindings"
"","260","clicking an enabled header toggles content (single mode)","<DetailsAccordion />","Sat Jul 18 06:45:30 UTC 2026","passed","Sat Jul 18 06:45:30 UTC 2026","","","",""
"Test cases for Test_UseHooks","1","Test_UseHooks","","Sat Jul 18 06:42:37 UTC 2026","passed","Sat Jul 18 06:42:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseHooks","Test_UseHooks"
"Test cases for Test_parseRelationshipKindsParam","1","Test_parseRelationshipKindsParam","","Sat Jul 18 06:42:14 UTC 2026","passed","Sat Jul 18 06:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_parseRelationshipKindsParam","Test_parseRelationshipKindsParam"
"Test cases for TestOpenScratchReadSeeker","6","TestOpenScratchReadSeeker","","Sat Jul 18 06:42:27 UTC 2026","passed","Sat Jul 18 06:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestOpenScratchReadSeeker","TestOpenScratchReadSeeker"
"Test cases for TestNewService","1","TestNewService","","Sat Jul 18 06:42:49 UTC 2026","passed","Sat Jul 18 06:42:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/services/TestNewService","TestNewService"
"","75","should not display api key management button","Api Keys","Sat Jul 18 06:45:56 UTC 2026","passed","Sat Jul 18 06:45:56 UTC 2026","","","",""
"Test cases for TestRegister_PanicsOnNilPool","2","TestRegister_PanicsOnNilPool","","Sat Jul 18 06:42:52 UTC 2026","passed","Sat Jul 18 06:42:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/modules/TestRegister_PanicsOnNilPool","TestRegister_PanicsOnNilPool"
"Test cases for TestResources_ListADEntityControllables","0","TestResources_ListADEntityControllables","","Sat Jul 18 06:42:14 UTC 2026","passed","Sat Jul 18 06:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityControllables","TestResources_ListADEntityControllables"
"","0","handles empty search string","filterAndSearchEnvironments","Sat Jul 18 06:43:31 UTC 2026","passed","Sat Jul 18 06:43:31 UTC 2026","","search filter","",""
"Test cases for TestResources_GetContainerEntityInfo","224","TestResources_GetContainerEntityInfo","","Sat Jul 18 06:42:14 UTC 2026","passed","Sat Jul 18 06:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetContainerEntityInfo","TestResources_GetContainerEntityInfo"
