"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for Test_NewSpecWithHooks","0","Test_NewSpecWithHooks","","Sat Feb 21 00:43:03 UTC 2026","passed","Sat Feb 21 00:43:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_NewSpecWithHooks","Test_NewSpecWithHooks"
"","0","handles specific Active Directory properties differently than Azure derived properties","Formatting number properties","Sat Feb 21 00:44:10 UTC 2026","passed","Sat Feb 21 00:44:10 UTC 2026","","","",""
"Test cases for TestParseSkipQueryParameter_Invalid","0","TestParseSkipQueryParameter_Invalid","","Sat Feb 21 00:42:33 UTC 2026","passed","Sat Feb 21 00:42:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter_Invalid","TestParseSkipQueryParameter_Invalid"
"","9","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Sat Feb 21 00:47:00 UTC 2026","passed","Sat Feb 21 00:47:00 UTC 2026","","","",""
"","326","renders analyze now section","AnalyzeNowConfiguration","Sat Feb 21 00:44:27 UTC 2026","passed","Sat Feb 21 00:44:27 UTC 2026","","","",""
"","2302","Sort arrow is visible and direction is correct","ExploreTable","Sat Feb 21 00:43:15 UTC 2026","passed","Sat Feb 21 00:43:17 UTC 2026","","","",""
"","234","The edge properties are fetched through a cypher search which includes lastseen","EdgeObjectInformation","Sat Feb 21 00:45:36 UTC 2026","passed","Sat Feb 21 00:45:36 UTC 2026","","","",""
"","147","should fire Confirm once with true","ConfirmationDialog","Sat Feb 21 00:47:13 UTC 2026","passed","Sat Feb 21 00:47:13 UTC 2026","","","",""
"Test cases for TestService","0","TestService","","Sat Feb 21 00:42:43 UTC 2026","passed","Sat Feb 21 00:42:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/dogtags/TestService","TestService"
"Test cases for TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","0","TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","","Sat Feb 21 00:42:33 UTC 2026","passed","Sat Feb 21 00:42:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin","TestResources_DeleteSavedQuery_NotPublicQueryAndUserIsAdmin"
