"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_CreateSavedQuery_EmptyBody","0","TestResources_CreateSavedQuery_EmptyBody","","2026-09-03","passed","2026-09-03","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_EmptyBody","TestResources_CreateSavedQuery_EmptyBody"
"","11","when user has a disallowed role for a route with disallowed roles, they see the disallowed notification.","AuthenticatedRoute","2026-09-03","passed","2026-09-03","","","",""
"","166","has the correct value for the links in the breadcrumbs","Create Update pages","2026-09-03","passed","2026-09-03","","","",""
"","280","renders correctly with requiresCurrentPassword true","PasswordDialog","2026-09-03","passed","2026-09-03","","","",""
"Test cases for TestResources_ListADComputerConstrainedDelegationUsers","0","TestResources_ListADComputerConstrainedDelegationUsers","","2026-09-03","passed","2026-09-03","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerConstrainedDelegationUsers","TestResources_ListADComputerConstrainedDelegationUsers"
"","95","shows the search panel when isCurrentSearchOpen is true","GraphControls","2026-09-03","passed","2026-09-03","","Searching current results","",""
"","397","has date range input filters","FileIngestFilterDialog","2026-09-03","passed","2026-09-03","","Date Range Inputs","",""
"","2","dispatches a storage event with null newValue when the key is removed","useLocalStorage","2026-09-03","passed","2026-09-03","","storage event synchronisation","",""
"Test cases for TestStorageFileService_DeleteFileWithOptions","44","TestStorageFileService_DeleteFileWithOptions","","2026-09-03","passed","2026-09-03","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestStorageFileService_DeleteFileWithOptions","TestStorageFileService_DeleteFileWithOptions"
"Test cases for TestHasSequence","0","TestHasSequence","","2026-09-03","passed","2026-09-03","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestHasSequence","TestHasSequence"
"","9","should not render if open === false","ConfirmUpdateQueryDialog","2026-09-03","passed","2026-09-03","","","",""
"","60","fetches relationship data when an id is provided","useGetRelationshipById","2026-09-03","passed","2026-09-03","","","",""
"","121","renders correctly","NodeIcon","2026-09-03","passed","2026-09-03","","","",""
