"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","returns paramValue if it is one of the expected values","useExploreParams","Sat Jul 11 01:12:14 UTC 2026","passed","Sat Jul 11 01:12:14 UTC 2026","","parseSearchType","",""
"","79","should render a label and version number when expanded","MainNav","Sat Jul 11 01:09:03 UTC 2026","passed","Sat Jul 11 01:09:04 UTC 2026","","","",""
"TestMigrator_GenerateManifestAfterVersion builds upon the GenerateManifest testby starting from different version points and spot checking migration counts.","0","TestMigrator_GenerateManifestAfterVersion","","Sat Jul 11 01:05:36 UTC 2026","passed","Sat Jul 11 01:05:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifestAfterVersion","TestMigrator_GenerateManifestAfterVersion"
"","257","Trying to view the edge info does not crash the app when selecting an unrecognized edge","EdgeInfoContent","Sat Jul 11 01:06:56 UTC 2026","passed","Sat Jul 11 01:06:56 UTC 2026","","","",""
"","248","should display a toggle switch to enable multi-factor authentication","UserProfile","Sat Jul 11 01:08:58 UTC 2026","passed","Sat Jul 11 01:08:58 UTC 2026","","","",""
"","86","should render when search string is at the beginning of the text","HighlightedText","Sat Jul 11 01:11:16 UTC 2026","passed","Sat Jul 11 01:11:16 UTC 2026","","","",""
"Test cases for TestMaybeSubmitNodeUpdate","0","TestMaybeSubmitNodeUpdate","","Sat Jul 11 01:05:41 UTC 2026","passed","Sat Jul 11 01:05:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitNodeUpdate","TestMaybeSubmitNodeUpdate"
"Test cases for Test_signedRequestDate","0","Test_signedRequestDate","","Sat Jul 11 01:05:23 UTC 2026","passed","Sat Jul 11 01:05:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_signedRequestDate","Test_signedRequestDate"
"Test cases for TestCreateUser_ETAC","3643","TestCreateUser_ETAC","","Sat Jul 11 01:05:38 UTC 2026","passed","Sat Jul 11 01:05:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_ETAC","TestCreateUser_ETAC"
"","191","fires onSelect prop when a result is clicked","SearchCurrentNodes","Sat Jul 11 01:10:01 UTC 2026","passed","Sat Jul 11 01:10:02 UTC 2026","","","",""
"Test cases for TestAnalysisPipelineStepResultString","1","TestAnalysisPipelineStepResultString","","Sat Jul 11 01:05:56 UTC 2026","passed","Sat Jul 11 01:05:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestAnalysisPipelineStepResultString","TestAnalysisPipelineStepResultString"
"","372","sets a primarySearch=id and searchType=node when secondarySearch is falsey","ContextMenu","Sat Jul 11 01:08:24 UTC 2026","passed","Sat Jul 11 01:08:24 UTC 2026","","","",""
"Test cases for TestNormalizePath","26","TestNormalizePath","","Sat Jul 11 01:06:18 UTC 2026","passed","Sat Jul 11 01:06:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestNormalizePath","TestNormalizePath"
"","4949","edges are displayed in alphabetical order","Pathfinding","Sat Jul 11 01:08:02 UTC 2026","passed","Sat Jul 11 01:08:07 UTC 2026","","","",""
"","237","calls onLayoutChange with the selected layout","GraphControls","Sat Jul 11 01:06:53 UTC 2026","passed","Sat Jul 11 01:06:53 UTC 2026","","Selecting a layout","",""
"","528","clear validation error on input","ManagedDatePicker - date validation","Sat Jul 11 01:09:38 UTC 2026","passed","Sat Jul 11 01:09:39 UTC 2026","","","",""
"","339","does fires TagToLabelDialog when the Label option is clicked","TagToZoneLabel","Sat Jul 11 01:06:46 UTC 2026","passed","Sat Jul 11 01:06:46 UTC 2026","","","",""
"","42","selector members refetches on sort change","the useAssetGroupTags utilities","Sat Jul 11 01:08:29 UTC 2026","passed","Sat Jul 11 01:08:29 UTC 2026","","","",""
"","274","adds node to asset group tag without confirmation","AssetGroupMenuItem","Sat Jul 11 01:08:38 UTC 2026","passed","Sat Jul 11 01:08:38 UTC 2026","","","",""
"","129","upon selecting just a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","usePathfindingSearch","Sat Jul 11 01:09:19 UTC 2026","passed","Sat Jul 11 01:09:19 UTC 2026","","","",""
"Test cases for TestCreateUser_FailureDuplicateEmail","1073","TestCreateUser_FailureDuplicateEmail","","Sat Jul 11 01:05:36 UTC 2026","passed","Sat Jul 11 01:05:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_FailureDuplicateEmail","TestCreateUser_FailureDuplicateEmail"
"","22","should display the checkbox group title","Checkbox group","Sat Jul 11 01:11:48 UTC 2026","passed","Sat Jul 11 01:11:48 UTC 2026","","","",""
"","795","Download button opens a menu and selecting ""All Columns"" calls json2csv with all columns","ExploreTable","Sat Jul 11 01:06:26 UTC 2026","passed","Sat Jul 11 01:06:27 UTC 2026","","","",""
"Test cases for TestIngestGenericData_RegisterNodeKind","0","TestIngestGenericData_RegisterNodeKind","","Sat Jul 11 01:05:41 UTC 2026","passed","Sat Jul 11 01:05:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestIngestGenericData_RegisterNodeKind","TestIngestGenericData_RegisterNodeKind"
"","12","uses the discardQueryParams prop to discard all query params on the redirect","AppNavigate","Sat Jul 11 01:10:48 UTC 2026","passed","Sat Jul 11 01:10:48 UTC 2026","","","",""
"Test cases for TestDefaultRateLimitMiddleware","8","TestDefaultRateLimitMiddleware","","Sat Jul 11 01:05:23 UTC 2026","passed","Sat Jul 11 01:05:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestDefaultRateLimitMiddleware","TestDefaultRateLimitMiddleware"
"Test cases for TestManagementResource_ListRoles","0","TestManagementResource_ListRoles","","Sat Jul 11 01:05:36 UTC 2026","passed","Sat Jul 11 01:05:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles","TestManagementResource_ListRoles"
"","0","takes setSearchParams and availableParams returns a function","searchParams","Sat Jul 11 01:10:29 UTC 2026","passed","Sat Jul 11 01:10:29 UTC 2026","","setParamsFactory","",""
"","17","sets autoDisplayTable to false if query type is pathfinding","useExploreTableAutoDisplay","Sat Jul 11 01:10:50 UTC 2026","passed","Sat Jul 11 01:10:50 UTC 2026","","","",""
"Test cases for TestWriteResultJson","0","TestWriteResultJson","","Sat Jul 11 01:05:55 UTC 2026","passed","Sat Jul 11 01:05:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultJson","TestWriteResultJson"
"","348","calls handleError with ruleType when creating a rule fails","Rule Form","Sat Jul 11 01:06:48 UTC 2026","passed","Sat Jul 11 01:06:49 UTC 2026","","","",""
"","14","navigates to the specified route with global params intact when triggered by a splat route","AppNavigate","Sat Jul 11 01:10:48 UTC 2026","passed","Sat Jul 11 01:10:48 UTC 2026","","","",""
"","1","floors DateTime objects to the nearest minute","floorToNearestMinute","Sat Jul 11 01:11:18 UTC 2026","passed","Sat Jul 11 01:11:18 UTC 2026","","","",""
"","12","does not open the Schema Upload dialog via drag when the Quick Upload dialog is already open","SchemaUploadDialog","Sat Jul 11 01:08:00 UTC 2026","passed","Sat Jul 11 01:08:00 UTC 2026","","","",""
"","356","displays expected results when searching by label","SearchCurrentNodes","Sat Jul 11 01:10:00 UTC 2026","passed","Sat Jul 11 01:10:01 UTC 2026","","","",""
"","260","AZRole information panel will not display a section for PIM Assignments","EntityInfoContent","Sat Jul 11 01:09:37 UTC 2026","passed","Sat Jul 11 01:09:37 UTC 2026","","","",""
"","23","renders a list of pre-built searches and displays categories and subcategories one time","PrebuiltSearchList","Sat Jul 11 01:09:48 UTC 2026","passed","Sat Jul 11 01:09:48 UTC 2026","","","",""
"","3","stores a string value in localStorage","useLocalStorage","Sat Jul 11 01:09:05 UTC 2026","passed","Sat Jul 11 01:09:05 UTC 2026","","setValue","",""
"Test cases for TestAuthExtensions","7","TestAuthExtensions","","Sat Jul 11 01:05:20 UTC 2026","passed","Sat Jul 11 01:05:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuthExtensions","TestAuthExtensions"
"","3","returns true if value is undefined","searchParams","Sat Jul 11 01:10:29 UTC 2026","passed","Sat Jul 11 01:10:29 UTC 2026","","isEmptyParam","",""
"","178","does not make feature-flag request if user is not fully authenticated","app","Sat Jul 11 01:13:09 UTC 2026","passed","Sat Jul 11 01:13:09 UTC 2026","","<Inner />","",""
"Test cases for TestGetDataQualityStats_Failure","2","TestGetDataQualityStats_Failure","","Sat Jul 11 01:05:30 UTC 2026","passed","Sat Jul 11 01:05:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetDataQualityStats_Failure","TestGetDataQualityStats_Failure"
"","468","should call performSearch on keyboard press alt+R","CypherSearch","Sat Jul 11 01:07:22 UTC 2026","passed","Sat Jul 11 01:07:23 UTC 2026","","","",""
"","37","generates a human-friendly default filename for graph exports","exportGraphData","Sat Jul 11 01:11:24 UTC 2026","passed","Sat Jul 11 01:11:24 UTC 2026","","","",""
"","245","onCancel is called when cancel is clicked","Enable2FADialog","Sat Jul 11 01:09:44 UTC 2026","passed","Sat Jul 11 01:09:44 UTC 2026","","","",""
"Test cases for TestDatabaseWipe","0","TestDatabaseWipe","","Sat Jul 11 01:05:30 UTC 2026","passed","Sat Jul 11 01:05:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabaseWipe","TestDatabaseWipe"
"","0","A type was provided but no keyword follows the typed filter","Getting the text for the disabled item display for a search when there are no results","Sat Jul 11 01:11:02 UTC 2026","passed","Sat Jul 11 01:11:02 UTC 2026","","Empty data states","",""
"","971","should call onSave when Save button is clicked and form input is valid","CreateUserDialog","Sat Jul 11 01:07:19 UTC 2026","passed","Sat Jul 11 01:07:19 UTC 2026","","","",""
"","0","returns all environments when both ""yes"" and ""no"" filters are active","filterAndSearchEnvironments","Sat Jul 11 01:06:50 UTC 2026","passed","Sat Jul 11 01:06:50 UTC 2026","","collected filters","",""
"Test cases for TestNewAuditLog_Error","0","TestNewAuditLog_Error","","Sat Jul 11 01:05:36 UTC 2026","passed","Sat Jul 11 01:05:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_Error","TestNewAuditLog_Error"
"Test cases for TestStringValueOrZero","0","TestStringValueOrZero","","Sat Jul 11 01:05:36 UTC 2026","passed","Sat Jul 11 01:05:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringValueOrZero","TestStringValueOrZero"
"Test cases for TestConvertDomainToNode_InheritanceHashes","0","TestConvertDomainToNode_InheritanceHashes","","Sat Jul 11 01:05:57 UTC 2026","passed","Sat Jul 11 01:05:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertDomainToNode_InheritanceHashes","TestConvertDomainToNode_InheritanceHashes"
"Test cases for TestResources_CreateAssetGroupTagSelector","1","TestResources_CreateAssetGroupTagSelector","","Sat Jul 11 01:05:30 UTC 2026","passed","Sat Jul 11 01:05:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroupTagSelector","TestResources_CreateAssetGroupTagSelector"
"","293","clears selected item when pathfinding search returns results","GraphView","Sat Jul 11 01:12:39 UTC 2026","passed","Sat Jul 11 01:12:39 UTC 2026","","","",""
"","118","renders the analysis toggle when multi tier analysis enabled is true and when editing an existing zone","Tag Form","Sat Jul 11 01:06:26 UTC 2026","passed","Sat Jul 11 01:06:26 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","0","TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","","Sat Jul 11 01:05:30 UTC 2026","passed","Sat Jul 11 01:05:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser"
"Test cases for TestIngestionCoordinator_FlushBuffer","6","TestIngestionCoordinator_FlushBuffer","","Sat Jul 11 01:05:32 UTC 2026","passed","Sat Jul 11 01:05:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestIngestionCoordinator_FlushBuffer","TestIngestionCoordinator_FlushBuffer"
"","19","does not show View in Explore if exploreUrl is not supplied","Seed Selection Results","Sat Jul 11 01:08:29 UTC 2026","passed","Sat Jul 11 01:08:29 UTC 2026","","","",""
"","31","renders an error fallback when flag is not found","FeatureFlag","Sat Jul 11 01:11:00 UTC 2026","passed","Sat Jul 11 01:11:00 UTC 2026","","","",""
"","86","skips undefined items gracefully","<DetailsAccordion />","Sat Jul 11 01:08:31 UTC 2026","passed","Sat Jul 11 01:08:31 UTC 2026","","","",""
"Test cases for TestGetScheme","0","TestGetScheme","","Sat Jul 11 01:05:23 UTC 2026","passed","Sat Jul 11 01:05:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestGetScheme","TestGetScheme"
"","1","pwdlastset","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Sat Jul 11 01:08:39 UTC 2026","passed","Sat Jul 11 01:08:39 UTC 2026","","","",""
"Test cases for TestGenerateRandomBase64String","0","TestGenerateRandomBase64String","","Sat Jul 11 01:05:31 UTC 2026","passed","Sat Jul 11 01:05:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestGenerateRandomBase64String","TestGenerateRandomBase64String"
"","1142","renders the form for editing an existing rule","Rule Form","Sat Jul 11 01:06:36 UTC 2026","passed","Sat Jul 11 01:06:37 UTC 2026","","","",""
"","253","renders the Object Tab content when Object tab is chosen","Selected Details Tab Content","Sat Jul 11 01:10:08 UTC 2026","passed","Sat Jul 11 01:10:09 UTC 2026","","","",""
"","194","renders a button for opening the dialog","SchemaUploadDialog","Sat Jul 11 01:07:59 UTC 2026","passed","Sat Jul 11 01:07:59 UTC 2026","","","",""
