"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","renders GraphButton with correct text","GraphControls","Wed Feb 11 06:43:26 UTC 2026","passed","Wed Feb 11 06:43:26 UTC 2026","","Searching current results","",""
"Test cases for TestResources_DeleteSavedQuery_NotAUserAuth","0","TestResources_DeleteSavedQuery_NotAUserAuth","","Wed Feb 11 06:41:54 UTC 2026","passed","Wed Feb 11 06:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotAUserAuth","TestResources_DeleteSavedQuery_NotAUserAuth"
"Test cases for TestFloatInfNaN","0","TestFloatInfNaN","","Wed Feb 11 06:42:00 UTC 2026","passed","Wed Feb 11 06:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatInfNaN","TestFloatInfNaN"
"Test cases for TestResources_ListAuditLogs_PredicateMismatchWithColumn","0","TestResources_ListAuditLogs_PredicateMismatchWithColumn","","Wed Feb 11 06:41:54 UTC 2026","passed","Wed Feb 11 06:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_PredicateMismatchWithColumn","TestResources_ListAuditLogs_PredicateMismatchWithColumn"
"Test cases for TestNormalizeToUTF8_LargeInput","0","TestNormalizeToUTF8_LargeInput","","Wed Feb 11 06:42:11 UTC 2026","passed","Wed Feb 11 06:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestNormalizeToUTF8_LargeInput","TestNormalizeToUTF8_LargeInput"
"Test cases for TestResources_CypherQuery","123","TestResources_CypherQuery","","Wed Feb 11 06:41:54 UTC 2026","passed","Wed Feb 11 06:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CypherQuery","TestResources_CypherQuery"
"","23","renders details for a selected rule and is of type ""Object""","DynamicDetails","Wed Feb 11 06:44:02 UTC 2026","passed","Wed Feb 11 06:44:02 UTC 2026","","","",""
"","109","should call onCancel when cancel button clicked","LoginViaSSOForm","Wed Feb 11 06:45:27 UTC 2026","passed","Wed Feb 11 06:45:27 UTC 2026","","","",""
"","69","indicates that filters are active","AssetGroupEdit","Wed Feb 11 06:43:46 UTC 2026","passed","Wed Feb 11 06:43:46 UTC 2026","","","",""
"Test cases for TestWriteResponseWrapperWithTimeWindowAndPagination","1","TestWriteResponseWrapperWithTimeWindowAndPagination","","Wed Feb 11 06:41:47 UTC 2026","passed","Wed Feb 11 06:41:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteResponseWrapperWithTimeWindowAndPagination","TestWriteResponseWrapperWithTimeWindowAndPagination"
"Test cases for TestTimeFromPtr","0","TestTimeFromPtr","","Wed Feb 11 06:42:00 UTC 2026","passed","Wed Feb 11 06:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeFromPtr","TestTimeFromPtr"
"Test cases for TestMatches_FailureAction","0","TestMatches_FailureAction","","Wed Feb 11 06:42:01 UTC 2026","passed","Wed Feb 11 06:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureAction","TestMatches_FailureAction"
"","314","should display correctly","DeleteConfirmationDialog","Wed Feb 11 06:46:29 UTC 2026","passed","Wed Feb 11 06:46:29 UTC 2026","","","",""
"Test cases for TestRequestWaitDuration_Negative","0","TestRequestWaitDuration_Negative","","Wed Feb 11 06:41:47 UTC 2026","passed","Wed Feb 11 06:41:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration_Negative","TestRequestWaitDuration_Negative"
"Test cases for TestResources_ListAuditLogs_InvalidColumn","1","TestResources_ListAuditLogs_InvalidColumn","","Wed Feb 11 06:41:54 UTC 2026","passed","Wed Feb 11 06:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"","242","should not render list items for domains that are not collected","Context Selector","Wed Feb 11 06:43:09 UTC 2026","passed","Wed Feb 11 06:43:09 UTC 2026","","","",""
"Test cases for TestNodeNamePrefix_AppendSuffix","0","TestNodeNamePrefix_AppendSuffix","","Wed Feb 11 06:42:11 UTC 2026","passed","Wed Feb 11 06:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNodeNamePrefix_AppendSuffix","TestNodeNamePrefix_AppendSuffix"
"","7","sets autoDisplayTable to false if query type is relationship","useExploreTableAutoDisplay","Wed Feb 11 06:45:56 UTC 2026","passed","Wed Feb 11 06:45:56 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseInternalServerError","0","TestBuildErrorResponseInternalServerError","","Wed Feb 11 06:41:47 UTC 2026","passed","Wed Feb 11 06:41:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseInternalServerError","TestBuildErrorResponseInternalServerError"
"","1","Origin label and sizing are used when specified","copySigmaNodesToGraphlibGraph","Wed Feb 11 06:47:52 UTC 2026","passed","Wed Feb 11 06:47:52 UTC 2026","","","",""
"","388","should render","OneTimePasscodeForm","Wed Feb 11 06:46:11 UTC 2026","passed","Wed Feb 11 06:46:12 UTC 2026","","","",""
"Test cases for TestResources_ListADGPOAffectedUsers","0","TestResources_ListADGPOAffectedUsers","","Wed Feb 11 06:41:54 UTC 2026","passed","Wed Feb 11 06:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedUsers","TestResources_ListADGPOAffectedUsers"
"","465","calls handleFilterChange when a node type is selected","AssetGroupEdit","Wed Feb 11 06:43:46 UTC 2026","passed","Wed Feb 11 06:43:47 UTC 2026","","Node Type dropdown filter","",""
"","59","returns true when nodes are available","useGraphHasData","Wed Feb 11 06:46:25 UTC 2026","passed","Wed Feb 11 06:46:25 UTC 2026","","","",""
"","762","should call onSubmit when input is valid and Submit button is clicked","UpsertSAMLProviderForm","Wed Feb 11 06:45:48 UTC 2026","passed","Wed Feb 11 06:45:49 UTC 2026","","","",""
"Test cases for Test_HarnessSetup","0","Test_HarnessSetup","","Wed Feb 11 06:42:12 UTC 2026","passed","Wed Feb 11 06:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_HarnessSetup","Test_HarnessSetup"
"Test cases for Test_runMaybeCachedEntityQuery","0","Test_runMaybeCachedEntityQuery","","Wed Feb 11 06:42:03 UTC 2026","passed","Wed Feb 11 06:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_runMaybeCachedEntityQuery","Test_runMaybeCachedEntityQuery"
"","3968","should clear state when logout action is dispatched","redux store","Wed Feb 11 06:47:57 UTC 2026","passed","Wed Feb 11 06:48:01 UTC 2026","","","",""
"","349","sets exploreSearchTab param to pathfinding when the user clicks the `pathfinding` tab","ExploreSearch sets searchType on tab changing","Wed Feb 11 06:47:27 UTC 2026","passed","Wed Feb 11 06:47:28 UTC 2026","","","",""
