"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1526","should display all available SSO providers","CreateUserDialog","Thu Mar 12 00:43:21 UTC 2026","passed","Thu Mar 12 00:43:23 UTC 2026","","","",""
"","0","fails for password without special characters","testPassword","Thu Mar 12 00:47:23 UTC 2026","passed","Thu Mar 12 00:47:23 UTC 2026","","","",""
"","759","renders a button that expands the filter section","AssetGroupEdit","Thu Mar 12 00:43:56 UTC 2026","passed","Thu Mar 12 00:43:56 UTC 2026","","","",""
"","8","displays a pulsing indicator","StatusIndicator","Thu Mar 12 00:47:15 UTC 2026","passed","Thu Mar 12 00:47:15 UTC 2026","","","",""
"Test cases for Test_parseLatestVersion","0","Test_parseLatestVersion","","Thu Mar 12 00:42:19 UTC 2026","passed","Thu Mar 12 00:42:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/stbernard/git/Test_parseLatestVersion","Test_parseLatestVersion"
"","194","renders the component with all info and switch off","CitrixRDPConfiguration","Thu Mar 12 00:43:57 UTC 2026","passed","Thu Mar 12 00:43:57 UTC 2026","","Initial render","",""
"Test cases for TestUnmarshalInt","0","TestUnmarshalInt","","Thu Mar 12 00:41:55 UTC 2026","passed","Thu Mar 12 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt","TestUnmarshalInt"
"","88","returns Tag Object counts when there is a Tag selected but no Rule selected (ruleId is undefined from path params)","useObjectCounts","Thu Mar 12 00:46:57 UTC 2026","passed","Thu Mar 12 00:46:57 UTC 2026","","","",""
"","97","should display the logged in user's role","UserProfile","Thu Mar 12 00:44:09 UTC 2026","passed","Thu Mar 12 00:44:09 UTC 2026","","","",""
"","72","renders note header correctly","HistoryNotes Component","Thu Mar 12 00:47:07 UTC 2026","passed","Thu Mar 12 00:47:07 UTC 2026","","","",""
"Test cases for Test_UseHarness","0","Test_UseHarness","","Thu Mar 12 00:42:18 UTC 2026","passed","Thu Mar 12 00:42:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseHarness","Test_UseHarness"
"Test cases for TestSIDSuffix_String","0","TestSIDSuffix_String","","Thu Mar 12 00:42:15 UTC 2026","passed","Thu Mar 12 00:42:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_String","TestSIDSuffix_String"
"","94","should render a button with the passed in display text","GraphButton","Thu Mar 12 00:47:26 UTC 2026","passed","Thu Mar 12 00:47:26 UTC 2026","","","",""
"","44","applies accent styling to headers when accent is true","<DetailsAccordion />","Thu Mar 12 00:43:45 UTC 2026","passed","Thu Mar 12 00:43:45 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupMemberCount_DBError","0","TestResources_GetAssetGroupMemberCount_DBError","","Thu Mar 12 00:41:49 UTC 2026","passed","Thu Mar 12 00:41:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_DBError","TestResources_GetAssetGroupMemberCount_DBError"
"Test cases for TestDomainSelectors_GetFilterableColumns","0","TestDomainSelectors_GetFilterableColumns","","Thu Mar 12 00:41:56 UTC 2026","passed","Thu Mar 12 00:41:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterableColumns","TestDomainSelectors_GetFilterableColumns"
"","352","should render","SSOProviderTable","Thu Mar 12 00:45:56 UTC 2026","passed","Thu Mar 12 00:45:56 UTC 2026","","","",""
"Test cases for TestUnmarshalString","0","TestUnmarshalString","","Thu Mar 12 00:41:55 UTC 2026","passed","Thu Mar 12 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalString","TestUnmarshalString"
"","1202","renders asset group edit options with graph write permissions","ContextMenu","Thu Mar 12 00:48:00 UTC 2026","passed","Thu Mar 12 00:48:02 UTC 2026","","","",""
"","156","shows the empty form message when Object Rule Form is empty","Seed Selection Results","Thu Mar 12 00:43:41 UTC 2026","passed","Thu Mar 12 00:43:41 UTC 2026","","","",""
"Test cases for Test_ParseGraphSortParameters_Success","0","Test_ParseGraphSortParameters_Success","","Thu Mar 12 00:41:41 UTC 2026","passed","Thu Mar 12 00:41:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_Success","Test_ParseGraphSortParameters_Success"
"","373","should display correctly","DeleteConfirmationDialog","Thu Mar 12 00:46:52 UTC 2026","passed","Thu Mar 12 00:46:53 UTC 2026","","","",""
"Test cases for Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","0","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","","Thu Mar 12 00:41:58 UTC 2026","passed","Thu Mar 12 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail"
"","5","succeeds for valid password","testPassword","Thu Mar 12 00:47:23 UTC 2026","passed","Thu Mar 12 00:47:23 UTC 2026","","","",""
"","13","sets autoDisplayTable to false if query returns nodes only but the enabled prop is false","useExploreTableAutoDisplay","Thu Mar 12 00:46:19 UTC 2026","passed","Thu Mar 12 00:46:19 UTC 2026","","","",""
"","302","renders an empty message for the entity panel before a node is selected","GroupManagement","Thu Mar 12 00:48:14 UTC 2026","passed","Thu Mar 12 00:48:14 UTC 2026","","","",""
"Test cases for TestEncodingEquality","1","TestEncodingEquality","","Thu Mar 12 00:42:16 UTC 2026","passed","Thu Mar 12 00:42:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingEquality","TestEncodingEquality"
"","0","returns false for arrays with different object references","areArraysSimilar","Thu Mar 12 00:47:02 UTC 2026","passed","Thu Mar 12 00:47:02 UTC 2026","","","",""
"Test cases for TestInt64SetValid","0","TestInt64SetValid","","Thu Mar 12 00:41:55 UTC 2026","passed","Thu Mar 12 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64SetValid","TestInt64SetValid"
"","1","handles null or empty madeBy","createHistoryParams","Thu Mar 12 00:46:23 UTC 2026","passed","Thu Mar 12 00:46:23 UTC 2026","","","",""
