"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57","stores the state of a search term without modifying the query params","useCypherSearch","Wed Jun 24 00:47:56 UTC 2026","passed","Wed Jun 24 00:47:56 UTC 2026","","","",""
"","806","dispatches an action to add the associated node","Rule Object Select","Wed Jun 24 00:46:55 UTC 2026","passed","Wed Jun 24 00:46:56 UTC 2026","","","",""
"TestGooseMigrationFilenamesUseCurrentVersionPrefix is utilized to ensure that all migration files are named accordingto the set naming convention.","0","TestGooseMigrationFilenamesUseCurrentVersionPrefix","","Wed Jun 24 00:42:06 UTC 2026","passed","Wed Jun 24 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestGooseMigrationFilenamesUseCurrentVersionPrefix","TestGooseMigrationFilenamesUseCurrentVersionPrefix"
"Test cases for TestDeduplicateKinds","0","TestDeduplicateKinds","","Wed Jun 24 00:42:07 UTC 2026","passed","Wed Jun 24 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestDeduplicateKinds","TestDeduplicateKinds"
"","949","shows tooltip text on hover","ColumnHeaders","Wed Jun 24 00:46:07 UTC 2026","passed","Wed Jun 24 00:46:08 UTC 2026","","SortableHeader with Tooltip","",""
"","523","opens nested sections and updates URL params correctly","EntityInfoDataTable","Wed Jun 24 00:44:44 UTC 2026","passed","Wed Jun 24 00:44:44 UTC 2026","","Node count for nested table that counts all sections","",""
"","0","returns a function that does not update searchParams if a key is not found in the updatedParams","searchParams","Wed Jun 24 00:46:50 UTC 2026","passed","Wed Jun 24 00:46:50 UTC 2026","","setSingleParamFactory","",""
"Test cases for TestParseUserIP_XForwardedFor_RemoteAddr","0","TestParseUserIP_XForwardedFor_RemoteAddr","","Wed Jun 24 00:41:57 UTC 2026","passed","Wed Jun 24 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_XForwardedFor_RemoteAddr","TestParseUserIP_XForwardedFor_RemoteAddr"
"","978","should call onSave when Save button is clicked and form input is valid","UpdateUserDialog","Wed Jun 24 00:44:11 UTC 2026","passed","Wed Jun 24 00:44:12 UTC 2026","","","",""
"Test cases for TestFloatInfNaN","0","TestFloatInfNaN","","Wed Jun 24 00:42:06 UTC 2026","passed","Wed Jun 24 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatInfNaN","TestFloatInfNaN"
"","223","adds node to asset group tag without confirmation","AssetGroupMenuItem","Wed Jun 24 00:45:08 UTC 2026","passed","Wed Jun 24 00:45:08 UTC 2026","","","",""
