"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","66","Validate Displays all the Roles","useListDisplayRoles","Tue Mar 17 18:44:47 UTC 2026","passed","Tue Mar 17 18:44:47 UTC 2026","","","",""
"","1","EXTENDED ROUNDING when thresholds are set: does not abbreviate numbers < 10000","numberFormatting","Tue Mar 17 18:46:23 UTC 2026","passed","Tue Mar 17 18:46:23 UTC 2026","","","",""
"Test cases for TestCache_FillFifo","0","TestCache_FillFifo","","Tue Mar 17 18:42:03 UTC 2026","passed","Tue Mar 17 18:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_FillFifo","TestCache_FillFifo"
"Test cases for TestResources_ListPublishedTemplates","0","TestResources_ListPublishedTemplates","","Tue Mar 17 18:41:53 UTC 2026","passed","Tue Mar 17 18:41:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListPublishedTemplates","TestResources_ListPublishedTemplates"
"Test cases for TestManagementResource_CreateAuthToken","8535","TestManagementResource_CreateAuthToken","","Tue Mar 17 18:42:13 UTC 2026","passed","Tue Mar 17 18:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateAuthToken","TestManagementResource_CreateAuthToken"
"","205","displays validation error messages when Save button is clicked and no form input is provided","PasswordDialog","Tue Mar 17 18:44:27 UTC 2026","passed","Tue Mar 17 18:44:27 UTC 2026","","","",""
"","377","clears the applied filter","FileIngestFilterDialog","Tue Mar 17 18:44:49 UTC 2026","passed","Tue Mar 17 18:44:49 UTC 2026","","User Select","",""
"Test cases for TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","1","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","","Tue Mar 17 18:41:53 UTC 2026","passed","Tue Mar 17 18:41:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase"
"Test cases for TestIntFrom","0","TestIntFrom","","Tue Mar 17 18:41:57 UTC 2026","passed","Tue Mar 17 18:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntFrom","TestIntFrom"
"","3","The data is loading","Getting the text for the disabled item display for a search when there are no results","Tue Mar 17 18:46:28 UTC 2026","passed","Tue Mar 17 18:46:28 UTC 2026","","Loading states","",""
"","8","should recognize active directory properties","validating a node property against the shared generated schema","Tue Mar 17 18:45:04 UTC 2026","passed","Tue Mar 17 18:45:04 UTC 2026","","","",""
"Test cases for TestResources_SearchAssetGroupTagHistory","84","TestResources_SearchAssetGroupTagHistory","","Tue Mar 17 18:41:53 UTC 2026","passed","Tue Mar 17 18:41:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTagHistory","TestResources_SearchAssetGroupTagHistory"
