"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","does not show View in Explore if in object rule type","Seed Selection Results","Fri Apr 10 00:43:56 UTC 2026","passed","Fri Apr 10 00:43:56 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_SortingError","0","TestManagementResource_ListRoles_SortingError","","Fri Apr 10 00:42:07 UTC 2026","passed","Fri Apr 10 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_SortingError","TestManagementResource_ListRoles_SortingError"
"Test cases for TestParseSkipQueryParameter","0","TestParseSkipQueryParameter","","Fri Apr 10 00:42:01 UTC 2026","passed","Fri Apr 10 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter","TestParseSkipQueryParameter"
"","154","renders enabled Zone and Object tabs and disabled Rule tab","Selected Details Tabs","Fri Apr 10 00:45:03 UTC 2026","passed","Fri Apr 10 00:45:03 UTC 2026","","Selected Details Tabs - Params present","",""
"","3","isLoading returns as expected based on all queries combined","queriesAreLoadingOrErrored","Fri Apr 10 00:47:42 UTC 2026","passed","Fri Apr 10 00:47:42 UTC 2026","","","",""
"","12","allows you to update the list of selected filters, only updating the url after calling the apply function","usePathfindingFilters","Fri Apr 10 00:47:09 UTC 2026","passed","Fri Apr 10 00:47:09 UTC 2026","","","",""
"","0","filters by critical risk level","filterAndSearchEnvironments","Fri Apr 10 00:43:14 UTC 2026","passed","Fri Apr 10 00:43:14 UTC 2026","","risk filters","",""
"","22","removes key from state","useObjectState","Fri Apr 10 00:47:00 UTC 2026","passed","Fri Apr 10 00:47:00 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroup","0","TestResources_GetAssetGroup","","Fri Apr 10 00:42:01 UTC 2026","passed","Fri Apr 10 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroup","TestResources_GetAssetGroup"
"","3","returns undefined if graphData is undefined","normalizeGraphDataForSigma","Fri Apr 10 00:48:47 UTC 2026","passed","Fri Apr 10 00:48:47 UTC 2026","","","",""
"Test cases for Test_NewRequestSignature","0","Test_NewRequestSignature","","Fri Apr 10 00:41:51 UTC 2026","passed","Fri Apr 10 00:41:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_NewRequestSignature","Test_NewRequestSignature"
"","86","initializes the list with all filters checked by default","usePathfindingFilters","Fri Apr 10 00:47:09 UTC 2026","passed","Fri Apr 10 00:47:09 UTC 2026","","","",""
"","15","does not include OpenGraph edges when the associated feature flag is disabled","useEdgeCategories","Fri Apr 10 00:44:24 UTC 2026","passed","Fri Apr 10 00:44:24 UTC 2026","","","",""
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Fri Apr 10 00:42:46 UTC 2026","passed","Fri Apr 10 00:42:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"","124","renders the analysis toggle when multi tier analysis enabled is true and when editing an existing zone","Tag Form","Fri Apr 10 00:43:01 UTC 2026","passed","Fri Apr 10 00:43:01 UTC 2026","","","",""
"Test cases for TestFloatFromPtr","0","TestFloatFromPtr","","Fri Apr 10 00:42:04 UTC 2026","passed","Fri Apr 10 00:42:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFromPtr","TestFloatFromPtr"
"","8","uses the discardQueryParams prop to discard all query params on the redirect","AppNavigate","Fri Apr 10 00:46:29 UTC 2026","passed","Fri Apr 10 00:46:29 UTC 2026","","","",""
"","70","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Fri Apr 10 00:44:40 UTC 2026","passed","Fri Apr 10 00:44:40 UTC 2026","","","",""
"","1","returns query config when searchType is composition and all required params are passed","useExploreGraph","Fri Apr 10 00:43:38 UTC 2026","passed","Fri Apr 10 00:43:38 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"","384","renders the Import Query Dialog","ImportQueryDialog","Fri Apr 10 00:47:35 UTC 2026","passed","Fri Apr 10 00:47:36 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteUser_UserCannotSelfDelete","1074","TestManagementResource_DeleteUser_UserCannotSelfDelete","","Fri Apr 10 00:42:22 UTC 2026","passed","Fri Apr 10 00:42:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserCannotSelfDelete","TestManagementResource_DeleteUser_UserCannotSelfDelete"
"","104","should display the logged in user's role","UserProfile","Fri Apr 10 00:44:31 UTC 2026","passed","Fri Apr 10 00:44:31 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagSelectors","0","TestResources_GetAssetGroupTagSelectors","","Fri Apr 10 00:42:01 UTC 2026","passed","Fri Apr 10 00:42:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagSelectors","TestResources_GetAssetGroupTagSelectors"
"","83","List Display Roles Hook is Loading","useListDisplayRoles","Fri Apr 10 00:43:51 UTC 2026","passed","Fri Apr 10 00:43:51 UTC 2026","","","",""
"","1205","sets input text on date click","ManagedDatePicker - date validation","Fri Apr 10 00:45:28 UTC 2026","passed","Fri Apr 10 00:45:29 UTC 2026","","","",""
"","239","displays no search results message when search yields no matches","ActiveExtensionsCard","Fri Apr 10 00:43:21 UTC 2026","passed","Fri Apr 10 00:43:21 UTC 2026","","","",""
"","324","adds a ""Close"" button that closes the dialog after a failed upload","SchemaUploadDialog","Fri Apr 10 00:44:16 UTC 2026","passed","Fri Apr 10 00:44:16 UTC 2026","","","",""
"","53","does not render the analysis toggle when multi tier analysis enabled is false","Tag Form","Fri Apr 10 00:43:01 UTC 2026","passed","Fri Apr 10 00:43:01 UTC 2026","","","",""
"","1551","renders","DatabaseManagement","Fri Apr 10 00:48:18 UTC 2026","passed","Fri Apr 10 00:48:19 UTC 2026","","","",""
"","7","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Fri Apr 10 00:45:08 UTC 2026","passed","Fri Apr 10 00:45:08 UTC 2026","","","",""
"","109","shows formatted expiration date (yyyy-MM-dd) when expires_at is set","UserTokenManagementDialog - API Expiration Date column","Fri Apr 10 00:44:06 UTC 2026","passed","Fri Apr 10 00:44:06 UTC 2026","","","",""
"","15","upon performing a search, updates the url params with the base64-encoded current query and sets searchType to 'cypher'","useCypherSearch","Fri Apr 10 00:47:16 UTC 2026","passed","Fri Apr 10 00:47:16 UTC 2026","","","",""
"","8","can composes search params from the search prop and use them in the redirect","AppNavigate","Fri Apr 10 00:46:29 UTC 2026","passed","Fri Apr 10 00:46:29 UTC 2026","","","",""
"","163","respects openIndex (default opened panel)","<DetailsAccordion />","Fri Apr 10 00:44:00 UTC 2026","passed","Fri Apr 10 00:44:01 UTC 2026","","","",""
"","12","returns early if there are no 'collected' environments","useInitialEnvironment","Fri Apr 10 00:46:37 UTC 2026","passed","Fri Apr 10 00:46:37 UTC 2026","","","",""
"","352","sets a primarySearch=id and searchType=pathfinding when secondarySearch is truethy","ContextMenu","Fri Apr 10 00:43:57 UTC 2026","passed","Fri Apr 10 00:43:58 UTC 2026","","","",""
"TestCacheEntryDigester_DigestEndpoint_MatchByProperty tests the sorting and hashinglogic when MatchBy is set to MatchByProperty.","2","TestCacheEntryDigester_DigestEndpoint_MatchByProperty","","Fri Apr 10 00:42:08 UTC 2026","passed","Fri Apr 10 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_DigestEndpoint_MatchByProperty","TestCacheEntryDigester_DigestEndpoint_MatchByProperty"
"","10","constructs correct URLSearchParams with all filters","createHistoryParams","Fri Apr 10 00:46:48 UTC 2026","passed","Fri Apr 10 00:46:48 UTC 2026","","","",""
"Test cases for TestParseVersion","0","TestParseVersion","","Fri Apr 10 00:42:25 UTC 2026","passed","Fri Apr 10 00:42:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestParseVersion","TestParseVersion"
"","894","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","UpdateUserForm","Fri Apr 10 00:43:11 UTC 2026","passed","Fri Apr 10 00:43:12 UTC 2026","","","",""
"","183","shows ""<10 Days to Expire"" warning when token expires within 10 days","UserTokenManagementDialog - API Expiration Date column","Fri Apr 10 00:44:06 UTC 2026","passed","Fri Apr 10 00:44:06 UTC 2026","","","",""
