"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","fails checks if the user does not have a matching permission","usePermissions","Thu Jul 16 18:45:37 UTC 2026","passed","Thu Jul 16 18:45:38 UTC 2026","","","",""
"Test cases for Test_FixtureTeardown","0","Test_FixtureTeardown","","Thu Jul 16 18:42:25 UTC 2026","passed","Thu Jul 16 18:42:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureTeardown","Test_FixtureTeardown"
"Test cases for TestEndNodes","0","TestEndNodes","","Thu Jul 16 18:42:24 UTC 2026","passed","Thu Jul 16 18:42:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestEndNodes","TestEndNodes"
"","188","respects openIndex (default opened panel)","<DetailsAccordion />","Thu Jul 16 18:45:18 UTC 2026","passed","Thu Jul 16 18:45:18 UTC 2026","","","",""
"","3","writes initialValue to localStorage when the key is absent","useLocalStorage","Thu Jul 16 18:45:51 UTC 2026","passed","Thu Jul 16 18:45:51 UTC 2026","","initial value","",""
"","0","No type was provided and no results were available","Getting the text for the disabled item display for a search when there are no results","Thu Jul 16 18:47:45 UTC 2026","passed","Thu Jul 16 18:47:45 UTC 2026","","Empty data states","",""
"Test cases for TestResources_ListADDomainContainedComputers","0","TestResources_ListADDomainContainedComputers","","Thu Jul 16 18:42:07 UTC 2026","passed","Thu Jul 16 18:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedComputers","TestResources_ListADDomainContainedComputers"
"Test cases for TestHandlers_IsEnabled","0","TestHandlers_IsEnabled","","Thu Jul 16 18:42:35 UTC 2026","passed","Thu Jul 16 18:42:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/handlers/TestHandlers_IsEnabled","TestHandlers_IsEnabled"
"","62","calls getKey for each item (stable keys hook)","<DetailsAccordion />","Thu Jul 16 18:45:18 UTC 2026","passed","Thu Jul 16 18:45:18 UTC 2026","","","",""
"","643","displays must be new password error messages when current password is the same as new password","PasswordDialog","Thu Jul 16 18:43:56 UTC 2026","passed","Thu Jul 16 18:43:57 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_DBError","1004","TestManagementResource_UpdateUser_DBError","","Thu Jul 16 18:42:24 UTC 2026","passed","Thu Jul 16 18:42:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_DBError","TestManagementResource_UpdateUser_DBError"
"Test cases for TestResources_ListAuditLogs_InvalidSkip","0","TestResources_ListAuditLogs_InvalidSkip","","Thu Jul 16 18:42:07 UTC 2026","passed","Thu Jul 16 18:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidSkip","TestResources_ListAuditLogs_InvalidSkip"
"Test cases for TestDomainSelectors_GetFilterCriteria_Domain","0","TestDomainSelectors_GetFilterCriteria_Domain","","Thu Jul 16 18:42:12 UTC 2026","passed","Thu Jul 16 18:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Domain","TestDomainSelectors_GetFilterCriteria_Domain"
