"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","326","renders an error message without throwing a TypeError","EntityInfoCollapsibleSection","Tue Jun 09 19:26:16 UTC 2026","passed","Tue Jun 09 19:26:16 UTC 2026","","","",""
"","166","displays appropriate text when there are no matches for search term","SearchCurrentNodes","Tue Jun 09 19:24:44 UTC 2026","passed","Tue Jun 09 19:24:44 UTC 2026","","","",""
"Test cases for TestUnmarshalBool","0","TestUnmarshalBool","","Tue Jun 09 18:58:04 UTC 2026","passed","Tue Jun 09 18:58:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalBool","TestUnmarshalBool"
"","8","displays lastlogontimestamp cell as UNKNOWN when the value is 0","ExploreTableDataCell","Tue Jun 09 19:26:04 UTC 2026","passed","Tue Jun 09 19:26:04 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupMemberCount_Success","0","TestResources_GetAssetGroupMemberCount_Success","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_Success","TestResources_GetAssetGroupMemberCount_Success"
"","25","does not render count for a selected zone if prop is not set","DynamicDetails","Tue Jun 09 19:23:49 UTC 2026","passed","Tue Jun 09 19:23:49 UTC 2026","","","",""
"","167","renders enabled Zone tab and disabled Rule and Object tabs","Selected Details Tabs","Tue Jun 09 19:23:57 UTC 2026","passed","Tue Jun 09 19:23:57 UTC 2026","","Selected Details Tabs - Params present","",""
"Test cases for Test_parseAuthorizationHeader","6","Test_parseAuthorizationHeader","","Tue Jun 09 18:57:54 UTC 2026","passed","Tue Jun 09 18:57:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_parseAuthorizationHeader","Test_parseAuthorizationHeader"
"","16","allows you to update the list of selected filters, only updating the url after calling the apply function","usePathfindingFilters","Tue Jun 09 19:26:09 UTC 2026","passed","Tue Jun 09 19:26:09 UTC 2026","","","",""
"","399","toggles a source kind on with all nested graph data options","GraphDataCheckboxes","Tue Jun 09 19:22:43 UTC 2026","passed","Tue Jun 09 19:22:44 UTC 2026","","","",""
"","525","displays a warning dialog when mounted","EarlyAccessFeatures","Tue Jun 09 19:27:42 UTC 2026","passed","Tue Jun 09 19:27:42 UTC 2026","","","",""
"Test cases for TestWriteBinaryResponse","0","TestWriteBinaryResponse","","Tue Jun 09 18:57:50 UTC 2026","passed","Tue Jun 09 18:57:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteBinaryResponse","TestWriteBinaryResponse"
"Test cases for TestSortJSONArrayElements","1","TestSortJSONArrayElements","","Tue Jun 09 18:58:12 UTC 2026","passed","Tue Jun 09 18:58:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrayElements","TestSortJSONArrayElements"
"","1","handles null or empty madeBy","createHistoryParams","Tue Jun 09 19:25:49 UTC 2026","passed","Tue Jun 09 19:25:49 UTC 2026","","","",""
"","5703","expand all button expands all sections after collapsing","Pathfinding","Tue Jun 09 19:22:29 UTC 2026","passed","Tue Jun 09 19:22:35 UTC 2026","","","",""
"","268","shows a loading state","FileIngestTable","Tue Jun 09 19:22:17 UTC 2026","passed","Tue Jun 09 19:22:17 UTC 2026","","","",""
"","106","renders error message on error","ObjectCountPanel","Tue Jun 09 19:26:09 UTC 2026","passed","Tue Jun 09 19:26:10 UTC 2026","","","",""
"Test cases for TestStringSetValid","0","TestStringSetValid","","Tue Jun 09 18:58:04 UTC 2026","passed","Tue Jun 09 18:58:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringSetValid","TestStringSetValid"
"","13","returns all collected environment ids associated to a given aggregation","getEnvironmentAggregationIds","Tue Jun 09 19:21:37 UTC 2026","passed","Tue Jun 09 19:21:37 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainContainedOUs","2","TestResources_ListADDomainContainedOUs","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedOUs","TestResources_ListADDomainContainedOUs"
"Test cases for TestMinMaxValidator","0","TestMinMaxValidator","","Tue Jun 09 18:58:12 UTC 2026","passed","Tue Jun 09 18:58:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestMinMaxValidator","TestMinMaxValidator"
"Test cases for TestGetAzureDataQualityStats_Success","0","TestGetAzureDataQualityStats_Success","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetAzureDataQualityStats_Success","TestGetAzureDataQualityStats_Success"
"Test cases for TestResources_ListAuditLogs","0","TestResources_ListAuditLogs","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs","TestResources_ListAuditLogs"
"","12","should render when search string at the end of the text","HighlightedText","Tue Jun 09 19:26:01 UTC 2026","passed","Tue Jun 09 19:26:01 UTC 2026","","","",""
"","849","should call onSubmit with email address and password when login button clicked","LoginForm","Tue Jun 09 19:26:05 UTC 2026","passed","Tue Jun 09 19:26:06 UTC 2026","","","",""
"","133","highlights the table option instead of selectedLayout when table is selected on a cypher query","GraphControls","Tue Jun 09 19:21:32 UTC 2026","passed","Tue Jun 09 19:21:33 UTC 2026","","Table view selection state","",""
"","4","returns the full inbound and outbound path when selecting a middle node","SigmaChart Utils","Tue Jun 09 19:27:45 UTC 2026","passed","Tue Jun 09 19:27:45 UTC 2026","when a node is selected","getFullPathHighlightedEntities","",""
"Test cases for TestFloatPointer","0","TestFloatPointer","","Tue Jun 09 18:58:04 UTC 2026","passed","Tue Jun 09 18:58:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatPointer","TestFloatPointer"
"","442","displays a validation error","ManagedDatePicker - date validation","Tue Jun 09 19:24:24 UTC 2026","passed","Tue Jun 09 19:24:25 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateOIDCProvider","1","TestManagementResource_CreateOIDCProvider","","Tue Jun 09 18:58:36 UTC 2026","passed","Tue Jun 09 18:58:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateOIDCProvider","TestManagementResource_CreateOIDCProvider"
"","0","fails for password without uppercase letters","testPassword","Tue Jun 09 19:26:46 UTC 2026","passed","Tue Jun 09 19:26:46 UTC 2026","","","",""
"","64","returns the full environment of the environmentId found in the search params","useAvailableEnvironments","Tue Jun 09 19:24:07 UTC 2026","passed","Tue Jun 09 19:24:07 UTC 2026","","useSelectedEnvironment","",""
"Test cases for TestResources_ListADComputerSessions","1","TestResources_ListADComputerSessions","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerSessions","TestResources_ListADComputerSessions"
"Test cases for TestResources_ListADGroupMembers","0","TestResources_ListADGroupMembers","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupMembers","TestResources_ListADGroupMembers"
"Test cases for TestAssetGroupMembers_Filter_NotEquals","0","TestAssetGroupMembers_Filter_NotEquals","","Tue Jun 09 18:57:49 UTC 2026","passed","Tue Jun 09 18:57:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_Filter_NotEquals","TestAssetGroupMembers_Filter_NotEquals"
"Test cases for TestResources_GetEdgeRelayTargets","91","TestResources_GetEdgeRelayTargets","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEdgeRelayTargets","TestResources_GetEdgeRelayTargets"
"","0","handles empty search string","filterAndSearchEnvironments","Tue Jun 09 19:21:37 UTC 2026","passed","Tue Jun 09 19:21:37 UTC 2026","","search filter","",""
"Test cases for TestResources_CreateSavedQuery_DuplicateName","0","TestResources_CreateSavedQuery_DuplicateName","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_DuplicateName","TestResources_CreateSavedQuery_DuplicateName"
"Test cases for TestResources_ListADEntityAdminRights","1","TestResources_ListADEntityAdminRights","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityAdminRights","TestResources_ListADEntityAdminRights"
"","163","should show a copy button if the cells text if the cell is not a boolean","ExploreTableDataCell","Tue Jun 09 19:26:03 UTC 2026","passed","Tue Jun 09 19:26:04 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteSAMLProvider","0","TestManagementResource_DeleteSAMLProvider","","Tue Jun 09 18:58:07 UTC 2026","passed","Tue Jun 09 18:58:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteSAMLProvider","TestManagementResource_DeleteSAMLProvider"
"","7","resets to descending sort when sorting a different column","useSortParams","Tue Jun 09 19:25:06 UTC 2026","passed","Tue Jun 09 19:25:06 UTC 2026","","","",""
"Test cases for TestAuthExtensions","5","TestAuthExtensions","","Tue Jun 09 18:57:50 UTC 2026","passed","Tue Jun 09 18:57:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuthExtensions","TestAuthExtensions"
"Test cases for TestDefineSID","0","TestDefineSID","","Tue Jun 09 18:58:16 UTC 2026","passed","Tue Jun 09 18:58:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
"Test cases for TestQueries_BuildEntityQueryParams_MissingObjectID","0","TestQueries_BuildEntityQueryParams_MissingObjectID","","Tue Jun 09 18:58:06 UTC 2026","passed","Tue Jun 09 18:58:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_MissingObjectID","TestQueries_BuildEntityQueryParams_MissingObjectID"
"Test cases for TestPasswordValidator","0","TestPasswordValidator","","Tue Jun 09 18:58:12 UTC 2026","passed","Tue Jun 09 18:58:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestPasswordValidator","TestPasswordValidator"
"Test cases for TestSavedQueries_GetValidFilterPredicatesAsStrings","0","TestSavedQueries_GetValidFilterPredicatesAsStrings","","Tue Jun 09 18:58:04 UTC 2026","passed","Tue Jun 09 18:58:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestSavedQueries_GetValidFilterPredicatesAsStrings","TestSavedQueries_GetValidFilterPredicatesAsStrings"
"","108","should render all of the options as checkboxes","Checkbox group","Tue Jun 09 19:26:31 UTC 2026","passed","Tue Jun 09 19:26:31 UTC 2026","","","",""
"","16","removes key from state","useObjectState","Tue Jun 09 19:26:00 UTC 2026","passed","Tue Jun 09 19:26:00 UTC 2026","","","",""
"","200","shows ""API Expiration Date"" column header when expiration is enabled","UserTokenManagementDialog - API Expiration Date column","Tue Jun 09 19:23:10 UTC 2026","passed","Tue Jun 09 19:23:10 UTC 2026","","","",""
"","84","hides loading state when data is available","GraphDataCheckboxes","Tue Jun 09 19:22:39 UTC 2026","passed","Tue Jun 09 19:22:40 UTC 2026","","","",""
"Test cases for TestResources_ListADUserSessions","2","TestResources_ListADUserSessions","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSessions","TestResources_ListADUserSessions"
"Test cases for TestFloatSetValid","0","TestFloatSetValid","","Tue Jun 09 18:58:04 UTC 2026","passed","Tue Jun 09 18:58:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatSetValid","TestFloatSetValid"
"Test cases for Test_SetApplicationConfiguration","3","Test_SetApplicationConfiguration","","Tue Jun 09 18:58:01 UTC 2026","passed","Tue Jun 09 18:58:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_SetApplicationConfiguration","Test_SetApplicationConfiguration"
"","4","wraps a plain value in single quotes","escapeCypherString","Tue Jun 09 19:26:40 UTC 2026","passed","Tue Jun 09 19:26:41 UTC 2026","","","",""
"","73","renders an input box","SearchBar","Tue Jun 09 19:26:36 UTC 2026","passed","Tue Jun 09 19:26:36 UTC 2026","","","",""
"","56","has no checked boxes by default","GraphDataCheckboxes","Tue Jun 09 19:22:40 UTC 2026","passed","Tue Jun 09 19:22:40 UTC 2026","","","",""
"","182","fires onSelect prop when a result is clicked","SearchCurrentNodes","Tue Jun 09 19:24:45 UTC 2026","passed","Tue Jun 09 19:24:45 UTC 2026","","","",""
"","465","renders a list of asset group members","GroupManagement","Tue Jun 09 19:27:44 UTC 2026","passed","Tue Jun 09 19:27:44 UTC 2026","","","",""
"Test cases for Test_NewRequestSignature","3","Test_NewRequestSignature","","Tue Jun 09 18:57:49 UTC 2026","passed","Tue Jun 09 18:57:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_NewRequestSignature","Test_NewRequestSignature"
