"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ListADOUContainedUsers","0","TestResources_ListADOUContainedUsers","","Tue Mar 24 18:42:08 UTC 2026","passed","Tue Mar 24 18:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedUsers","TestResources_ListADOUContainedUsers"
"Test cases for TestResources_ListADEntityControllables","3","TestResources_ListADEntityControllables","","Tue Mar 24 18:42:08 UTC 2026","passed","Tue Mar 24 18:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityControllables","TestResources_ListADEntityControllables"
"Test cases for TestQueryParameterFilterParser_ParseQueryParameterFilter","0","TestQueryParameterFilterParser_ParseQueryParameterFilter","","Tue Mar 24 18:42:10 UTC 2026","passed","Tue Mar 24 18:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestQueryParameterFilterParser_ParseQueryParameterFilter","TestQueryParameterFilterParser_ParseQueryParameterFilter"
"Test cases for TestDomainSelectors_GetValidFilterPredicatesAsStrings","0","TestDomainSelectors_GetValidFilterPredicatesAsStrings","","Tue Mar 24 18:42:10 UTC 2026","passed","Tue Mar 24 18:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetValidFilterPredicatesAsStrings","TestDomainSelectors_GetValidFilterPredicatesAsStrings"
"","666","should render a SaveQueryDialog","SaveQueryDialog","Tue Mar 24 18:43:05 UTC 2026","passed","Tue Mar 24 18:43:05 UTC 2026","","","",""
"","1","succeeds for valid password with unicode characters","testPassword","Tue Mar 24 18:47:49 UTC 2026","passed","Tue Mar 24 18:47:49 UTC 2026","","","",""
"Test cases for TestManagementResource_ListSAMLSignOnEndpoints","8","TestManagementResource_ListSAMLSignOnEndpoints","","Tue Mar 24 18:42:42 UTC 2026","passed","Tue Mar 24 18:42:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLSignOnEndpoints","TestManagementResource_ListSAMLSignOnEndpoints"
"Test cases for TestErrorReadDomainSIDandNameAsString","0","TestErrorReadDomainSIDandNameAsString","","Tue Mar 24 18:42:22 UTC 2026","passed","Tue Mar 24 18:42:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/internal/nodeprops/TestErrorReadDomainSIDandNameAsString","TestErrorReadDomainSIDandNameAsString"
"Test cases for TestResources_GetUserEntityInfo","9","TestResources_GetUserEntityInfo","","Tue Mar 24 18:42:08 UTC 2026","passed","Tue Mar 24 18:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetUserEntityInfo","TestResources_GetUserEntityInfo"
"Test cases for TestUnmarshalInt","0","TestUnmarshalInt","","Tue Mar 24 18:42:09 UTC 2026","passed","Tue Mar 24 18:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt","TestUnmarshalInt"
